deck_list,players
"<input name=""c"" type=""hidden"" value=""16 Plains||4 Loyal Pegasus||4 Faerie Guidemother||4 Giant Killer||3 Glass Casket||4 Hushbringer||4 Heraldic Banner||4 Castle Ardenvale||1 Haazda Marshal||4 Healer's Hawk||4 Hunted Witness||4 Venerated Loxodon||3 Devout Decree||4 Raise the Alarm||4 Tithe Taker||3 Unbreakable Formation||4 Gideon Blackblade||1 Gideon's Sacrifice||""/>","<a class=""player"" href=""search?player=D00mwake"">D00mwake</a>"
"<input name=""c"" type=""hidden"" value=""2 Planar Cleansing||2 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||2 Bonecrusher Giant||4 Fires of Invention||3 Castle Vantress||3 Fabled Passage||3 Kenrith, the Returned King||4 Deafening Clarion||1 Justice Strike||4 Steam Vents||3 Temple of Epiphany||2 Devout Decree||2 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||2 Sacred Foundry||4 Tithe Taker||3 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||4 Teferi, Time Raveler||""/>","<a class=""player"" href=""search?player=Andy_Peters"">Andy_Peters</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||7 Swamp||4 Cauldron Familiar||4 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||2 Deathless Knight||4 Witch's Oven||2 Castle Locthwain||1 Fabled Passage||4 Lovestruck Beast||3 Midnight Reaper||2 Vraska, Golgari Queen||3 Temple of Malady||1 Legion's End||1 Noxious Grasp||4 Overgrown Tomb||3 Thrashing Brontodon||4 Duress||3 Massacre Girl||2 Paradise Druid||2 Return to Nature||3 Casualties of War||""/>","<a class=""player"" href=""search?player=Andrea+Gereon"">Andrea Gereon</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||3 Murderous Rider||1 Beanstalk Giant||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||4 Fabled Passage||2 Lovestruck Beast||4 Korvold, Fae-Cursed King||4 Stomping Ground||4 Noxious Grasp||4 Overgrown Tomb||3 Thrashing Brontodon||3 Duress||2 Massacre Girl||2 Paradise Druid||4 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Dom+Harvey"">Dom Harvey</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||3 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||2 Skarrgan Hellkite||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Biggoon86"">Biggoon86</a>"
"<input name=""c"" type=""hidden"" value=""1 Forest||2 Island||2 Mountain||4 Breeding Pool||2 Brazen Borrower||3 Mystical Dispute||4 Bonecrusher Giant||3 Scorching Dragonfire||1 Castle Vantress||3 Fabled Passage||4 Chemister's Insight||2 Niv-Mizzet, Parun||4 Expansion-Explosion||4 Steam Vents||4 Stomping Ground||4 Opt||2 Temple of Epiphany||3 Aether Gust||3 Flame Sweep||4 Nightpack Ambusher||4 Negate||4 Wilderness Reclamation||4 Growth Spiral||3 Temple of Mystery||1 Narset, Parter of Veils||""/>","<a class=""player"" href=""search?player=Nishiura+Ryousuke"">Nishiura Ryousuke</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||2 Island||2 Plains||4 Breeding Pool||4 Hallowed Fountain||2 Mystical Dispute||3 Questing Beast||1 Castle Vantress||2 Fabled Passage||3 Knight of Autumn||3 Devout Decree||2 Aether Gust||1 Agent of Treachery||2 Shifting Ceratops||2 Voracious Hydra||2 Negate||4 Temple Garden||3 Deputy of Detention||3 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||1 Finale of Glory||4 Nissa, Who Shakes the World||4 Paradise Druid||4 Teferi, Time Raveler||3 Time Wipe||2 Tolsimir, Friend to Wolves||""/>","<a class=""player"" href=""search?player=Nefaros"">Nefaros</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||7 Island||4 Breeding Pool||3 Brazen Borrower||4 Mystical Dispute||2 Kenrith's Transformation||2 Castle Vantress||1 Fabled Passage||4 Lovestruck Beast||1 Chemister's Insight||2 Sinister Sabotage||2 Opt||4 Aether Gust||4 Nightpack Ambusher||1 Negate||2 Quench||4 Growth Spiral||4 Frilled Mystic||3 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||3 Paradise Druid||1 Crushing Canopy||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Brian+Weller-gordon"">Brian Weller-gordon</a>"
"<input name=""c"" type=""hidden"" value=""4 Planar Cleansing||8 Island||4 Plains||4 Hallowed Fountain||2 Giant Killer||3 Glass Casket||4 Brazen Borrower||3 Gadwick, the Wizened||4 Mystical Dispute||2 Castle Ardenvale||3 Castle Vantress||2 Fabled Passage||2 Chemister's Insight||4 Absorb||4 Opt||4 Tranquil Cove||3 Devout Decree||3 Aether Gust||1 Finale of Revelation||4 Dovin's Veto||4 Teferi, Time Raveler||3 Time Wipe||""/>","<a class=""player"" href=""search?player=Ben+Stark"">Ben Stark</a>"
"<input name=""c"" type=""hidden"" value=""4 Planar Cleansing||8 Island||4 Plains||4 Hallowed Fountain||2 Giant Killer||3 Glass Casket||4 Brazen Borrower||3 Gadwick, the Wizened||4 Mystical Dispute||2 Castle Ardenvale||3 Castle Vantress||2 Fabled Passage||2 Chemister's Insight||4 Absorb||4 Opt||4 Tranquil Cove||3 Devout Decree||2 Aether Gust||2 Mass Manipulation||1 Finale of Revelation||3 Dovin's Veto||4 Teferi, Time Raveler||3 Time Wipe||""/>","<a class=""player"" href=""search?player=Matthew+Tyrell"">Matthew Tyrell</a>"
"<input name=""c"" type=""hidden"" value=""10 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||2 Scorching Dragonfire||1 Castle Vantress||2 Fabled Passage||4 Lava Coil||4 Ionize||1 Niv-Mizzet, Parun||4 Steam Vents||4 Opt||4 Temple of Epiphany||4 Brineborn Cutthroat||1 Chandra, Awakened Inferno||3 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Teemu+Halonen"">Teemu Halonen</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||6 Swamp||2 Epic Downfall||4 Foulmire Knight||4 Murderous Rider||2 Order of Midnight||2 Witch's Vengeance||4 Edgewall Innkeeper||1 The Great Henge||4 Questing Beast||1 Castle Locthwain||3 Fabled Passage||4 Lovestruck Beast||2 Rankle, Master of Pranks||2 Assassin's Trophy||3 Temple of Malady||2 Legion's End||2 Noxious Grasp||3 Shifting Ceratops||3 Vivien, Arkbow Ranger||4 Overgrown Tomb||2 Thrashing Brontodon||3 Duress||2 Massacre Girl||3 Paradise Druid||""/>","<a class=""player"" href=""search?player=Logan+Young"">Logan Young</a>"
"<input name=""c"" type=""hidden"" value=""2 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||3 Bonecrusher Giant||4 Fires of Invention||2 Castle Vantress||3 Fabled Passage||2 Kenrith, the Returned King||4 Deafening Clarion||4 Justice Strike||4 Steam Vents||1 Temple of Epiphany||2 Devout Decree||1 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||4 Sacred Foundry||4 Tithe Taker||2 Shimmer of Possibility||4 Sphinx of Foresight||4 Temple of Triumph||4 Teferi, Time Raveler||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Kumazemi"">Kumazemi</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||8 Swamp||4 Cauldron Familiar||4 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||4 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||4 Lovestruck Beast||4 Midnight Reaper||2 Vraska, Golgari Queen||4 Temple of Malady||1 Noxious Grasp||4 Overgrown Tomb||3 Duress||2 Bolas's Citadel||3 Massacre Girl||3 Paradise Druid||1 Return to Nature||3 Casualties of War||""/>","<a class=""player"" href=""search?player=_Falcon_"">_Falcon_</a>"
"<input name=""c"" type=""hidden"" value=""11 Forest||6 Swamp||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||4 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||3 Fabled Passage||1 Garruk, Cursed Huntsman||4 Lovestruck Beast||4 Midnight Reaper||3 Ritual of Soot||2 Vraska, Golgari Queen||2 Noxious Grasp||4 Overgrown Tomb||2 Thrashing Brontodon||2 Duress||3 Massacre Girl||2 Paradise Druid||2 Casualties of War||""/>","<a class=""player"" href=""search?player=Venom1"">Venom1</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||7 Swamp||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||4 Witch's Oven||1 Castle Locthwain||2 Midnight Reaper||2 Vraska, Golgari Queen||4 Temple of Malady||4 Rotting Regisaur||3 Shifting Ceratops||4 Overgrown Tomb||3 Thrashing Brontodon||3 Duress||2 Massacre Girl||4 Paradise Druid||2 Return to Nature||4 Casualties of War||2 Disfigure||""/>","<a class=""player"" href=""search?player=Pierson+Laughlin"">Pierson Laughlin</a>"
"<input name=""c"" type=""hidden"" value=""1 Act of Treason||5 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||4 Murderous Rider||2 Witch's Vengeance||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||4 Fabled Passage||2 Lovestruck Beast||3 Korvold, Fae-Cursed King||2 Vraska, Golgari Queen||2 Status-Statue||4 Stomping Ground||2 Noxious Grasp||4 Overgrown Tomb||3 Thrashing Brontodon||3 Duress||2 Massacre Girl||2 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=spell_of_d"">spell_of_d</a>"
"<input name=""c"" type=""hidden"" value=""2 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||2 Bonecrusher Giant||4 Fires of Invention||3 Castle Vantress||3 Fabled Passage||3 Kenrith, the Returned King||4 Deafening Clarion||4 Justice Strike||4 Steam Vents||3 Temple of Epiphany||2 Devout Decree||1 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||2 Sacred Foundry||4 Tithe Taker||3 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||4 Teferi, Time Raveler||""/>","<a class=""player"" href=""search?player=matthewlnass"">matthewlnass</a>"
"<input name=""c"" type=""hidden"" value=""16 Plains||4 Loyal Pegasus||4 Faerie Guidemother||4 Giant Killer||3 Glass Casket||4 Hushbringer||4 Heraldic Banner||4 Castle Ardenvale||1 Haazda Marshal||4 Healer's Hawk||4 Hunted Witness||4 Venerated Loxodon||3 Devout Decree||4 Raise the Alarm||4 Tithe Taker||4 Unbreakable Formation||4 Gideon's Sacrifice||""/>","<a class=""player"" href=""search?player=Polgoal"">Polgoal</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||2 Island||2 Plains||4 Breeding Pool||4 Hallowed Fountain||4 Giant Killer||3 Shepherd of the Flock||3 Brazen Borrower||3 Mystical Dispute||4 Edgewall Innkeeper||3 Fabled Passage||2 Flaxen Intruder||4 Lovestruck Beast||2 Kraul Harpooner||4 Devout Decree||3 Aether Gust||1 Shifting Ceratops||2 Negate||4 Temple Garden||3 Hydroid Krasis||2 Temple of Mystery||4 Nissa, Who Shakes the World||4 Paradise Druid||4 Teferi, Time Raveler||""/>","<a class=""player"" href=""search?player=Kikuchiyo"">Kikuchiyo</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Mountain||3 Swamp||3 Blood Crypt||4 Cauldron Familiar||2 Epic Downfall||1 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||3 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||3 Fabled Passage||2 Korvold, Fae-Cursed King||1 Vraska, Golgari Queen||1 Status-Statue||4 Stomping Ground||2 Noxious Grasp||2 Shifting Ceratops||4 Overgrown Tomb||3 Thrashing Brontodon||2 Drill Bit||2 Cindervines||2 Duress||2 Massacre Girl||2 Paradise Druid||4 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=thegreedygrill"">thegreedygrill</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||7 Mountain||4 Bonecrusher Giant||4 Embercleave||4 Rimrock Knight||4 Edgewall Innkeeper||4 Questing Beast||2 Castle Embereth||2 Fabled Passage||3 Embereth Shieldbreaker||4 Lovestruck Beast||2 Cosmotronic Wave||4 Pelt Collector||4 Stomping Ground||3 Shifting Ceratops||3 Thrashing Brontodon||3 Skarrgan Hellkite||3 Gruul Spellbreaker||3 Paradise Druid||3 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Joey+Tsoi"">Joey Tsoi</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||3 Gadwick, the Wizened||4 Bonecrusher Giant||3 Scorching Dragonfire||1 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||3 Aether Gust||4 Brineborn Cutthroat||2 Spectral Sailor||2 Flame Sweep||3 Negate||3 Quench||2 Ral's Outburst||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Shane+Crewe-wyatt"">Shane Crewe-wyatt</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||5 Island||4 Breeding Pool||4 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||4 Lovestruck Beast||2 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Collins+Mullen"">Collins Mullen</a>"
"<input name=""c"" type=""hidden"" value=""3 Planar Cleansing||8 Island||4 Plains||4 Hallowed Fountain||2 Giant Killer||3 Glass Casket||1 Realm-Cloaked Giant||4 Brazen Borrower||3 Gadwick, the Wizened||4 Mystical Dispute||2 Castle Ardenvale||3 Castle Vantress||2 Fabled Passage||2 Chemister's Insight||4 Absorb||4 Opt||4 Tranquil Cove||3 Devout Decree||3 Aether Gust||1 Mass Manipulation||1 Finale of Revelation||4 Dovin's Veto||4 Teferi, Time Raveler||2 Time Wipe||""/>","<a class=""player"" href=""search?player=Aydrez"">Aydrez</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||2 The Royal Scions||2 Castle Vantress||2 Fabled Passage||4 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||2 Aether Gust||4 Brineborn Cutthroat||2 Flame Sweep||2 Negate||2 Quench||2 Ral's Outburst||1 Blast Zone||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Beedaawg"">Beedaawg</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||3 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Aether Gust||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||3 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Maximilian+Krebs"">Maximilian Krebs</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||5 Swamp||2 Epic Downfall||4 Foulmire Knight||4 Murderous Rider||3 Order of Midnight||4 Edgewall Innkeeper||3 The Great Henge||3 Questing Beast||1 Castle Locthwain||2 Fabled Passage||4 Lovestruck Beast||1 Find-Finality||4 Temple of Malady||2 Legion's End||2 Noxious Grasp||3 Rotting Regisaur||4 Vivien, Arkbow Ranger||4 Overgrown Tomb||2 Thrashing Brontodon||3 Duress||2 Massacre Girl||3 Paradise Druid||1 Return to Nature||""/>","<a class=""player"" href=""search?player=Jordan+Cairns"">Jordan Cairns</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||1 Epic Downfall||2 Murderous Rider||3 Beanstalk Giant||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||2 Deathless Knight||4 Witch's Oven||2 Castle Locthwain||3 Fabled Passage||3 Lovestruck Beast||3 Korvold, Fae-Cursed King||4 Stomping Ground||2 Noxious Grasp||4 Overgrown Tomb||2 Thrashing Brontodon||4 Duress||2 God-Eternal Bontu||1 Massacre Girl||3 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Koksal+Karakus"">Koksal Karakus</a>"
"<input name=""c"" type=""hidden"" value=""18 Swamp||4 Ayara, First of Locthwain||4 Cauldron Familiar||4 Murderous Rider||4 Witch's Oven||4 Castle Locthwain||2 Ritual of Soot||2 Leyline of the Void||4 Noxious Grasp||1 Thought Distortion||4 Treacherous Blessing||4 Gray Merchant of Asphodel||2 Duress||2 Blast Zone||2 Disfigure||""/>","<a class=""player"" href=""search?player=Chester+Go"">Chester Go</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||5 Swamp||4 Foulmire Knight||4 Murderous Rider||2 Order of Midnight||4 Edgewall Innkeeper||4 Questing Beast||1 Castle Locthwain||2 Fabled Passage||4 Lovestruck Beast||2 Rankle, Master of Pranks||2 Midnight Reaper||2 Vraska, Golgari Queen||1 Find-Finality||4 Temple of Malady||3 Legion's End||2 Noxious Grasp||4 Overgrown Tomb||2 Thrashing Brontodon||3 Duress||2 Liliana, Dreadhorde General||2 Massacre Girl||1 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||2 Disfigure||""/>","<a class=""player"" href=""search?player=Slashora"">Slashora</a>"
"<input name=""c"" type=""hidden"" value=""1 Forest||2 Island||2 Mountain||4 Breeding Pool||4 Brazen Borrower||3 Mystical Dispute||2 Bonecrusher Giant||1 Castle Vantress||2 Fabled Passage||2 Lovestruck Beast||4 Chemister's Insight||2 Sinister Sabotage||2 Niv-Mizzet, Parun||4 Expansion-Explosion||4 Steam Vents||4 Stomping Ground||4 Opt||3 Temple of Epiphany||2 Aether Gust||3 Flame Sweep||3 Fry||3 Nightpack Ambusher||1 Shifting Ceratops||3 Negate||4 Wilderness Reclamation||4 Growth Spiral||2 Temple of Mystery||""/>","<a class=""player"" href=""search?player=Martin+Williamsson"">Martin Williamsson</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||5 Island||4 Breeding Pool||3 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||3 Lovestruck Beast||2 Quasiduplicate||3 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||3 Return to Nature||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Gregory+Fenn"">Gregory Fenn</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||5 Swamp||3 Cauldron Familiar||4 Murderous Rider||4 Feasting Troll King||4 Gilded Goose||4 Trail of Crumbs||4 Wicked Wolf||2 Deathless Knight||4 Witch's Oven||3 Castle Garenbrig||2 Ritual of Soot||4 Temple of Malady||4 Rotting Regisaur||4 Overgrown Tomb||2 Thrashing Brontodon||2 Duress||2 Massacre Girl||4 Paradise Druid||2 Return to Nature||4 Casualties of War||""/>","<a class=""player"" href=""search?player=Dylan+Hanrahan"">Dylan Hanrahan</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||2 Island||2 Mountain||4 Breeding Pool||4 Brazen Borrower||4 Fae of Wishes||4 Bonecrusher Giant||1 Embercleave||4 Beanstalk Giant||4 Edgewall Innkeeper||2 The Great Henge||1 Once and Future||4 Escape to the Wilds||4 Lucky Clover||4 Lovestruck Beast||1 Expansion-Explosion||4 Steam Vents||4 Stomping Ground||1 Temple of Epiphany||3 Aether Gust||1 Chandra, Awakened Inferno||1 Flame Sweep||1 Pulse of Murasa||1 Mass Manipulation||1 Incubation-Incongruity||1 Fling||4 Temple of Mystery||1 Return to Nature||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Lee+Mcleod"">Lee Mcleod</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||8 Island||4 Mountain||4 Brazen Borrower||3 Gadwick, the Wizened||4 Mystical Dispute||1 Embercleave||4 Irencrag Pyromancer||4 Scorching Dragonfire||4 Thrill of Possibility||4 Improbable Alliance||3 The Royal Scions||1 Castle Embereth||2 Castle Vantress||2 Chemister's Insight||4 Lava Coil||4 Steam Vents||4 Opt||4 Temple of Epiphany||3 Flame Sweep||2 Negate||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Rhyan+Jacobz"">Rhyan Jacobz</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||4 Swamp||4 Blood Crypt||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||3 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||2 Fabled Passage||1 Garruk, Cursed Huntsman||4 Lovestruck Beast||4 Midnight Reaper||3 Ritual of Soot||1 Vraska, Golgari Queen||4 Overgrown Tomb||2 Thrashing Brontodon||4 Duress||2 Massacre Girl||3 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=daiho2000"">daiho2000</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||2 Epic Downfall||3 Murderous Rider||3 Beanstalk Giant||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||3 Fabled Passage||3 Lovestruck Beast||3 Korvold, Fae-Cursed King||1 Assassin's Trophy||4 Stomping Ground||1 Legion's End||1 Noxious Grasp||4 Overgrown Tomb||3 Thrashing Brontodon||2 Duress||2 Massacre Girl||4 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Mason+Clark"">Mason Clark</a>"
"<input name=""c"" type=""hidden"" value=""3 Planar Cleansing||7 Island||5 Plains||4 Hallowed Fountain||3 Giant Killer||4 Brazen Borrower||4 Gadwick, the Wizened||2 Castle Ardenvale||3 Castle Vantress||2 Fabled Passage||4 Absorb||4 Opt||4 Tranquil Cove||2 Aether Gust||2 Agent of Treachery||4 Tithe Taker||3 Deputy of Detention||1 Dovin's Acuity||3 God-Eternal Oketra||1 Spark Double||3 Dovin's Veto||4 Teferi, Time Raveler||3 Time Wipe||""/>","<a class=""player"" href=""search?player=Hosokawa+Yuuya"">Hosokawa Yuuya</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||2 Island||2 Mountain||4 Breeding Pool||4 Brazen Borrower||4 Fae of Wishes||4 Bonecrusher Giant||2 Embercleave||4 Beanstalk Giant||4 Edgewall Innkeeper||2 The Great Henge||1 Kenrith's Transformation||1 Once and Future||4 Escape to the Wilds||4 Lucky Clover||4 Lovestruck Beast||1 Expansion-Explosion||4 Steam Vents||4 Stomping Ground||1 Temple of Epiphany||3 Aether Gust||1 Chandra, Awakened Inferno||1 Pulse of Murasa||1 Mass Manipulation||1 Fling||4 Temple of Mystery||1 Return to Nature||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Polgoal"">Polgoal</a>"
"<input name=""c"" type=""hidden"" value=""11 Forest||6 Swamp||3 Cauldron Familiar||4 Murderous Rider||4 Gilded Goose||2 The Great Henge||4 Trail of Crumbs||4 Wicked Wolf||1 Wildborn Preserver||1 Deathless Knight||4 Witch's Oven||1 Castle Locthwain||3 Fabled Passage||3 Midnight Reaper||1 Vraska, Golgari Queen||3 Leyline of the Void||4 Overgrown Tomb||3 Duress||3 Massacre Girl||4 Paradise Druid||3 Return to Nature||3 Casualties of War||""/>","<a class=""player"" href=""search?player=Reclamation"">Reclamation</a>"
"<input name=""c"" type=""hidden"" value=""1 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||2 Bonecrusher Giant||4 Fires of Invention||3 Castle Vantress||3 Fabled Passage||3 Kenrith, the Returned King||1 Lava Coil||4 Deafening Clarion||3 Justice Strike||4 Steam Vents||3 Temple of Epiphany||1 Eternal Isolation||3 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||2 Sacred Foundry||4 Tithe Taker||2 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||4 Teferi, Time Raveler||1 Time Wipe||""/>","<a class=""player"" href=""search?player=Drew+Christensen"">Drew Christensen</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||3 Fabled Passage||2 Lovestruck Beast||2 Korvold, Fae-Cursed King||2 Assassin's Trophy||2 Vraska, Golgari Queen||4 Stomping Ground||2 Legion's End||4 Noxious Grasp||4 Overgrown Tomb||3 Thrashing Brontodon||4 Duress||2 Massacre Girl||2 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=TopGrinder"">TopGrinder</a>"
"<input name=""c"" type=""hidden"" value=""2 Island||2 Plains||2 Swamp||2 Temple of Enlightenment||4 Hallowed Fountain||2 Mystical Dispute||1 Castle Locthwain||4 Fabled Passage||4 Thought Erasure||3 Mortify||4 Godless Shrine||2 Devout Decree||2 Noxious Grasp||4 Watery Grave||4 Hero of Precinct One||2 Kaya, Orzhov Usurper||1 Temple of Deceit||1 Temple of Silence||1 Liliana, Dreadhorde General||4 Despark||2 Dovin's Veto||3 Oath of Kaya||4 Teferi, Time Raveler||1 Time Wipe||3 Tyrant's Scorn||""/>","<a class=""player"" href=""search?player=Tutuzinho"">Tutuzinho</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||7 Mountain||4 Bonecrusher Giant||4 Embercleave||4 Rimrock Knight||4 Edgewall Innkeeper||4 Questing Beast||2 Castle Embereth||2 Fabled Passage||4 Embereth Shieldbreaker||4 Lovestruck Beast||4 Pelt Collector||4 Stomping Ground||4 Shifting Ceratops||2 Thrashing Brontodon||1 Skarrgan Hellkite||2 Cindervines||3 Gruul Spellbreaker||3 Paradise Druid||4 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Earl+Marchant"">Earl Marchant</a>"
