deck_list
"<input name=""c"" type=""hidden"" value=""13 Forest||4 Llanowar Elves||3 Greenbelt Rampager||2 Aethersphere Harvester||3 Heart of Kiran||1 Lifecrafter's Bestiary||2 Cartouche of Knowledge||3 Rhonas the Indomitable||2 Commit-Memory||4 Steel Leaf Champion||3 Hashep Oasis||4 Hinterland Harbor||2 Blossoming Defense||2 Nature's Way||4 Servant of the Conduit||4 Botanical Sanctum||4 Vine Mare||2 Vivien Reid||3 Negate||4 Ghalta, Primal Hunger||4 Thrashing Brontodon||2 Merfolk Branchwalker||""/>"
"<input name=""c"" type=""hidden"" value=""10 Forest||7 Island||4 Llanowar Elves||4 Breeding Pool||1 Simic Guildgate||4 Hinterland Harbor||2 Vivien Reid||4 Negate||4 Thrashing Brontodon||4 Mass Manipulation||4 Incubation Druid||1 Growth Spiral||4 Frilled Mystic||4 Hydroid Krasis||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Tamiyo, Collector of Tales||4 Entrancing Melody||4 Ripjaw Raptor||""/>"
"<input name=""c"" type=""hidden"" value=""2 Essence Scatter||4 Glacial Fortress||7 Island||7 Plains||4 Hallowed Fountain||4 Healing Grace||2 Lyra Dawnbringer||3 Seal Away||1 Blink of an Eye||4 Teferi, Hero of Dominaria||1 Memorial to Genius||2 Chemister's Insight||2 Devious Cover-Up||4 Absorb||2 Disdainful Stroke||3 Cleansing Nova||3 Warrant-Warden||2 Ugin, the Ineffable||1 Gideon Blackblade||1 Commence the Endgame||2 Narset, Parter of Veils||3 Dovin's Veto||3 Teferi, Time Raveler||2 Mobilized District||2 Ixalan's Binding||2 Settle the Wreckage||2 Search for Azcanta||""/>"
"<input name=""c"" type=""hidden"" value=""1 Planar Cleansing||2 Forest||2 Island||1 Plains||2 Breeding Pool||2 Hallowed Fountain||2 Realm-Cloaked Giant||1 Mystical Dispute||1 Beanstalk Giant||3 Once Upon a Time||1 Castle Vantress||2 Fabled Passage||4 Circuitous Route||1 Boros Guildgate||1 Simic Guildgate||1 Temple of Malady||2 Disdainful Stroke||1 Blossoming Sands||1 Thornwood Falls||1 Tranquil Cove||3 Devout Decree||3 Aether Gust||3 Agent of Treachery||2 Veil of Summer||4 Golos, Tireless Pilgrim||4 Field of the Dead||2 Temple Garden||2 Deputy of Detention||4 Growth Spiral||3 Hydroid Krasis||1 Plaza of Harmony||1 Azorius Guildgate||1 Golgari Guildgate||1 Selesnya Guildgate||1 Temple of Mystery||2 Arboreal Grazer||4 Teferi, Time Raveler||2 Time Wipe||""/>"
"<input name=""c"" type=""hidden"" value=""6 Forest||4 Swamp||4 Blood Crypt||4 Cauldron Familiar||3 Murderous Rider||1 Giant Opportunity||4 Gilded Goose||4 Once Upon a Time||4 Trail of Crumbs||3 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||4 Lovestruck Beast||1 Korvold, Fae-Cursed King||1 Midnight Reaper||4 Stomping Ground||4 Rotting Regisaur||2 Veil of Summer||4 Overgrown Tomb||2 Thrashing Brontodon||3 Duress||3 Massacre Girl||4 Mayhem Devil||""/>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Island||1 Plains||4 Breeding Pool||4 Hallowed Fountain||2 Glass Casket||4 Gilded Goose||1 Once Upon a Time||3 Wicked Wolf||4 Oko, Thief of Crowns||4 Fabled Passage||3 Disdainful Stroke||4 Leafkin Druid||2 Veil of Summer||3 Voracious Hydra||4 Risen Reef||1 Negate||4 Temple Garden||4 Deputy of Detention||4 Hydroid Krasis||1 Temple of Mystery||2 Prison Realm||4 Nissa, Who Shakes the World||1 Paradise Druid||4 Teferi, Time Raveler||1 Tolsimir, Friend to Wolves||""/>"
"<input name=""c"" type=""hidden"" value=""4 Drowned Catacomb||7 Island||5 Swamp||2 Cast Down||3 Disdainful Stroke||2 Plague Mare||4 Watery Grave||2 Crafty Cutpurse||4 Curious Obsession||4 Dire Fleet Poisoner||2 Moment of Craving||2 Duress||4 Daring Saboteur||2 Dreamcaller Siren||2 Dive Down||4 Lookout's Dispersal||4 Siren Stormtamer||2 Deadeye Tracker||4 Fathom Fleet Captain||4 Kitesail Freebooter||2 March of the Drowned||2 Vraska's Contempt||2 Hostage Taker||2 Unclaimed Territory||""/>"
"<input name=""c"" type=""hidden"" value=""6 Forest||4 Swamp||4 Blood Crypt||4 Cauldron Familiar||3 Murderous Rider||1 Giant Opportunity||4 Gilded Goose||4 Once Upon a Time||4 Trail of Crumbs||3 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||4 Lovestruck Beast||1 Korvold, Fae-Cursed King||1 Midnight Reaper||4 Stomping Ground||4 Rotting Regisaur||2 Veil of Summer||4 Overgrown Tomb||2 Thrashing Brontodon||3 Duress||3 Massacre Girl||4 Mayhem Devil||""/>"
"<input name=""c"" type=""hidden"" value=""3 Glacial Fortress||3 Forest||4 Llanowar Elves||4 Breeding Pool||4 Hallowed Fountain||2 Knight of Autumn||4 Hinterland Harbor||3 Aether Gust||2 Drawn from Dreams||1 Cavalier of Thorns||2 Shifting Ceratops||3 Negate||4 Temple Garden||3 Mass Manipulation||4 Growth Spiral||2 Frilled Mystic||4 Hydroid Krasis||2 Temple of Mystery||2 Prison Realm||4 Nissa, Who Shakes the World||4 Paradise Druid||1 Tamiyo, Collector of Tales||4 Teferi, Time Raveler||3 Time Wipe||1 Tolsimir, Friend to Wolves||2 Entrancing Melody||""/>"
"<input name=""c"" type=""hidden"" value=""4 Dragonskull Summit||4 Drowned Catacomb||1 Swamp||4 Blood Crypt||3 The Eldest Reborn||4 Plaguecrafter||4 Lava Coil||3 Legion Warboss||4 Disinformation Campaign||3 Lazav, the Multifarious||4 Thief of Sanity||4 Thought Erasure||4 Steam Vents||4 Sulfur Falls||4 Nicol Bolas, the Ravager||4 Diamond Mare||4 Watery Grave||4 Moment of Craving||2 Carnival-Carnage||3 Duress||4 Hostage Taker||""/>"
"<input name=""c"" type=""hidden"" value=""4 Shock||4 Mountain||7 Plains||1 Lava Coil||3 Legion Warboss||4 Clifftop Retreat||4 Defiant Strike||2 Chandra, Acolyte of Flame||2 Fry||4 Sacred Foundry||2 Baffling End||4 Reckless Rage||3 Rekindling Phoenix||1 Siege-Gang Commander||4 Gods Willing||4 Temple of Triumph||3 Gideon Blackblade||2 Prison Realm||4 Dreadhorde Arcanist||4 Feather, the Redeemed||4 Tenth District Legionnaire||4 Adanto Vanguard||1 Rampaging Ferocidon||""/>"
"<input name=""c"" type=""hidden"" value=""4 Drowned Catacomb||3 Augur of Bolas||8 Island||7 Swamp||3 Cast Down||4 Thought Erasure||2 Unmoored Ego||4 Opt||2 Disdainful Stroke||3 Negate||4 Watery Grave||2 Cry of the Carnarium||2 Duress||1 Ugin, the Ineffable||2 God-Eternal Kefnet||4 Narset, Parter of Veils||4 Dreadhorde Invasion||3 Finale of Eternity||2 Liliana, Dreadhorde General||3 Enter the God-Eternals||2 Tyrant's Scorn||1 Chart a Course||3 Vraska's Contempt||2 Field of Ruin||""/>"
"<input name=""c"" type=""hidden"" value=""1 Chandra, Pyromaster||2 Goblin Rabblemaster||3 Mountain||1 Swamp||3 Battlefield Forge||4 Caves of Koilos||3 Brimaz, King of Oreskos||1 Temple of Malice||2 Self-Inflicted Wound||4 Draconic Roar||4 Thunderbreak Regent||2 Kolaghan's Command||1 Haven of the Spirit Dragon||4 Soulfire Grand Master||2 Crux of Fate||2 Outpost Siege||2 Kolaghan, the Storm's Fury||2 Murderous Cut||4 Crackling Doom||4 Thoughtseize||4 Bloodstained Mire||2 Orbs of Warding||2 Magma Spray||4 Nomad Outpost||2 Elspeth, Sun's Champion||4 Stormbreath Dragon||2 Temple of Silence||3 Temple of Triumph||1 Duress||""/>"
"<input name=""c"" type=""hidden"" value=""1 Jace, Memory Adept||4 Tidebinder Mage||2 Polymorphist's Jest||20 Island||1 Aetherling||4 Cloudfin Raptor||3 Rapid Hybridization||4 Nightveil Specter||1 Hall of Triumph||2 Negate||3 Mutavault||2 Gainsay||3 Domestication||2 Cyclonic Rift||2 Jace, Architect of Thought||4 Frostburn Weird||4 Judge's Familiar||2 Bident of Thassa||4 Master of Waves||4 Thassa, God of the Sea||1 Nykthos, Shrine to Nyx||2 Dispel||""/>"
"<input name=""c"" type=""hidden"" value=""2 Rootbound Crag||3 Sunpetal Grove||1 Mountain||2 Plains||3 Grafdigger's Cage||2 Legion Warboss||3 Deafening Clarion||3 Stomping Ground||4 Clifftop Retreat||4 Defiant Strike||2 Fry||3 Season of Growth||4 Veil of Summer||4 Sacred Foundry||4 Temple Garden||2 Dire Fleet Daredevil||4 Reckless Rage||2 Collision-Colossus||4 Gods Willing||2 Tomik, Distinguished Advokist||4 Dreadhorde Arcanist||2 Domri's Ambush||4 Feather, the Redeemed||4 Tenth District Legionnaire||3 Settle the Wreckage||""/>"
"<input name=""c"" type=""hidden"" value=""2 Glacial Fortress||2 Sunpetal Grove||1 Forest||1 Island||1 Plains||2 Breeding Pool||2 Hallowed Fountain||4 Circuitous Route||1 Unmoored Ego||2 Hinterland Harbor||1 Temple of Malady||1 Thornwood Falls||4 Elvish Rejuvenator||4 Nexus of Fate||1 Devout Decree||2 Agent of Treachery||3 Drawn from Dreams||1 Veil of Summer||4 Golos, Tireless Pilgrim||4 Field of the Dead||1 Overgrown Tomb||2 Temple Garden||3 Baffling End||1 Arch of Orazca||2 Deputy of Detention||4 Growth Spiral||2 Hydroid Krasis||1 Pelakka Wurm||1 Azorius Guildgate||1 Golgari Guildgate||1 Izzet Guildgate||1 Selesnya Guildgate||1 Temple of Mystery||1 Temple of Triumph||2 Arboreal Grazer||4 Teferi, Time Raveler||4 Time Wipe||""/>"
"<input name=""c"" type=""hidden"" value=""4 Drowned Catacomb||4 Glacial Fortress||1 Island||1 Swamp||4 Hallowed Fountain||1 Lyra Dawnbringer||3 Cast Down||1 The Eldest Reborn||4 Teferi, Hero of Dominaria||3 Chemister's Insight||3 Thief of Sanity||4 Thought Erasure||2 Unmoored Ego||3 Mortify||4 Godless Shrine||3 Absorb||4 Isolated Chapel||2 Negate||4 Watery Grave||2 Moment of Craving||2 Cry of the Carnarium||3 Basilica Bell-Haunt||1 Kaya, Orzhov Usurper||3 Kaya's Wrath||3 Duress||2 Search for Azcanta||2 Vraska's Contempt||2 Hostage Taker||""/>"
