,num,name
6085,4,Fervent Champion
6086,1,Midnight Reaper
6087,4,Godless Shrine
6088,2,Devout Decree
6089,4,Knight of the Ebon Legion
6090,2,Legion's End
6091,4,Noxious Grasp
6092,4,Rotting Regisaur
6093,1,Icon of Ancestry
6094,4,Sacred Foundry
6095,1,Temple of Silence
6096,3,Duress
6097,2,"Ob Nixilis's Cruelty, "
6098,3,Mountain
6099,1,Plains
6100,4,Swamp
6101,4,Blood Crypt
6102,4,Venerable Knight
6103,4,Worthy Knight
6104,3,Blacklance Paragon
6105,3,Embercleave
6106,4,Inspiring Veteran
6107,4,Tournament Grounds
6108,1,Embereth Shieldbreaker
6109,4,Acclaimed Contender
6110,4,Fervent Champion
6111,1,Midnight Reaper
6112,4,Godless Shrine
6113,2,Devout Decree
6114,4,Knight of the Ebon Legion
6115,2,Legion's End
6116,4,Noxious Grasp
6117,4,Rotting Regisaur
6118,1,Icon of Ancestry
6119,4,Sacred Foundry
6120,1,Temple of Silence
6121,3,Duress
6122,2,"Ob Nixilis's Cruelty, "
6123,3,Mountain
6124,1,Plains
6125,4,Swamp
6126,4,Blood Crypt
6127,4,Venerable Knight
6128,4,Worthy Knight
6129,3,Blacklance Paragon
6130,3,Embercleave
6131,4,Inspiring Veteran
6132,4,Tournament Grounds
6133,1,Embereth Shieldbreaker
6134,4,Acclaimed Contender
6135,4,Fervent Champion
6136,1,Midnight Reaper
6137,4,Godless Shrine
6138,2,Devout Decree
6139,4,Knight of the Ebon Legion
6140,2,Legion's End
6141,4,Noxious Grasp
6142,4,Rotting Regisaur
6143,1,Icon of Ancestry
6144,4,Sacred Foundry
6145,1,Temple of Silence
6146,3,Duress
6147,2,"Ob Nixilis's Cruelty, "
6148,3,Mountain
6149,1,Plains
6150,4,Swamp
6151,4,Blood Crypt
6152,4,Venerable Knight
6153,4,Worthy Knight
6154,3,Blacklance Paragon
6155,3,Embercleave
6156,4,Inspiring Veteran
6157,4,Tournament Grounds
6158,1,Embereth Shieldbreaker
6159,4,Acclaimed Contender
6160,4,Fervent Champion
6161,1,Midnight Reaper
6162,4,Godless Shrine
6163,2,Devout Decree
6164,4,Knight of the Ebon Legion
6165,2,Legion's End
6166,4,Noxious Grasp
6167,4,Rotting Regisaur
6168,1,Icon of Ancestry
6169,4,Sacred Foundry
6170,1,Temple of Silence
6171,3,Duress
6172,2,"Ob Nixilis's Cruelty, "
6173,19,Swamp
6174,2,"Ayara, First of Locthwain"
6175,4,Cauldron Familiar
6176,3,Murderous Rider
6177,1,Covetous Urge
6178,4,Witch's Oven
6179,3,Castle Locthwain
6180,2,"Rankle, Master of Pranks"
6181,4,Midnight Reaper
6182,4,Knight of the Ebon Legion
6183,4,Legion's End
6184,4,Noxious Grasp
6185,3,Drill Bit
6186,3,Gutterbones
6187,2,Orzhov Enforcer
6188,4,Priest of Forgotten Gods
6189,4,Spawn of Mayhem
6190,1,Duress
6191,1,Dreadhorde Invasion
6192,3,"Disfigure, "
6193,19,Swamp
6194,2,"Ayara, First of Locthwain"
6195,4,Cauldron Familiar
6196,3,Murderous Rider
6197,1,Covetous Urge
6198,4,Witch's Oven
6199,3,Castle Locthwain
6200,2,"Rankle, Master of Pranks"
6201,4,Midnight Reaper
6202,4,Knight of the Ebon Legion
6203,4,Legion's End
6204,4,Noxious Grasp
6205,3,Drill Bit
6206,3,Gutterbones
6207,2,Orzhov Enforcer
6208,4,Priest of Forgotten Gods
6209,4,Spawn of Mayhem
6210,1,Duress
6211,1,Dreadhorde Invasion
6212,3,"Disfigure, "
6213,19,Swamp
6214,2,"Ayara, First of Locthwain"
6215,4,Cauldron Familiar
6216,3,Murderous Rider
6217,1,Covetous Urge
6218,4,Witch's Oven
6219,3,Castle Locthwain
6220,2,"Rankle, Master of Pranks"
6221,4,Midnight Reaper
6222,4,Knight of the Ebon Legion
6223,4,Legion's End
6224,4,Noxious Grasp
6225,3,Drill Bit
6226,3,Gutterbones
6227,2,Orzhov Enforcer
6228,4,Priest of Forgotten Gods
6229,4,Spawn of Mayhem
6230,1,Duress
6231,1,Dreadhorde Invasion
6232,3,"Disfigure, "
6233,19,Swamp
6234,2,"Ayara, First of Locthwain"
6235,4,Cauldron Familiar
6236,3,Murderous Rider
6237,1,Covetous Urge
6238,4,Witch's Oven
6239,3,Castle Locthwain
6240,2,"Rankle, Master of Pranks"
6241,4,Midnight Reaper
6242,4,Knight of the Ebon Legion
6243,4,Legion's End
6244,4,Noxious Grasp
6245,3,Drill Bit
6246,3,Gutterbones
6247,2,Orzhov Enforcer
6248,4,Priest of Forgotten Gods
6249,4,Spawn of Mayhem
6250,1,Duress
6251,1,Dreadhorde Invasion
6252,3,"Disfigure, "
6253,2,Shock
6254,6,Mountain
6255,9,Swamp
6256,4,Blood Crypt
6257,3,Murderous Rider
6258,4,Order of Midnight
6259,3,Bonecrusher Giant
6260,3,Embercleave
6261,3,Stormfist Crusader
6262,2,Castle Locthwain
6263,3,Tournament Grounds
6264,4,Embereth Shieldbreaker
6265,2,"Rankle, Master of Pranks"
6266,4,Fervent Champion
6267,4,Knight of the Ebon Legion
6268,2,Legion's End
6269,4,Noxious Grasp
6270,4,Rotting Regisaur
6271,1,Drill Bit
6272,4,Spawn of Mayhem
6273,4,"Duress, "
6274,2,Shock
6275,6,Mountain
6276,9,Swamp
6277,4,Blood Crypt
6278,3,Murderous Rider
6279,4,Order of Midnight
6280,3,Bonecrusher Giant
6281,3,Embercleave
6282,3,Stormfist Crusader
6283,2,Castle Locthwain
6284,3,Tournament Grounds
6285,4,Embereth Shieldbreaker
6286,2,"Rankle, Master of Pranks"
6287,4,Fervent Champion
6288,4,Knight of the Ebon Legion
6289,2,Legion's End
6290,4,Noxious Grasp
6291,4,Rotting Regisaur
6292,1,Drill Bit
6293,4,Spawn of Mayhem
6294,4,"Duress, "
6295,2,Shock
6296,6,Mountain
6297,9,Swamp
6298,4,Blood Crypt
6299,3,Murderous Rider
6300,4,Order of Midnight
6301,3,Bonecrusher Giant
6302,3,Embercleave
6303,3,Stormfist Crusader
6304,2,Castle Locthwain
6305,3,Tournament Grounds
6306,4,Embereth Shieldbreaker
6307,2,"Rankle, Master of Pranks"
6308,4,Fervent Champion
6309,4,Knight of the Ebon Legion
6310,2,Legion's End
6311,4,Noxious Grasp
6312,4,Rotting Regisaur
6313,1,Drill Bit
6314,4,Spawn of Mayhem
6315,4,"Duress, "
6316,2,Shock
6317,6,Mountain
6318,9,Swamp
6319,4,Blood Crypt
6320,3,Murderous Rider
6321,4,Order of Midnight
6322,3,Bonecrusher Giant
6323,3,Embercleave
6324,3,Stormfist Crusader
6325,2,Castle Locthwain
6326,3,Tournament Grounds
6327,4,Embereth Shieldbreaker
6328,2,"Rankle, Master of Pranks"
6329,4,Fervent Champion
6330,4,Knight of the Ebon Legion
6331,2,Legion's End
6332,4,Noxious Grasp
6333,4,Rotting Regisaur
6334,1,Drill Bit
6335,4,Spawn of Mayhem
6336,4,"Duress, "
6337,2,Mountain
6338,1,Plains
6339,1,Swamp
6340,4,Blood Crypt
6341,4,Venerable Knight
6342,4,Blacklance Paragon
6343,4,Smitten Swordmaster
6344,3,Embercleave
6345,3,Rimrock Knight
6346,4,Inspiring Veteran
6347,2,Steelclaw Lance
6348,4,Stormfist Crusader
6349,1,Castle Embereth
6350,1,Castle Locthwain
6351,4,Fervent Champion
6352,1,Chance for Glory
6353,2,"Tajic, Legion's Edge"
6354,4,Godless Shrine
6355,4,Stomping Ground
6356,4,Knight of the Ebon Legion
6357,2,Unchained Berserker
6358,4,Sacred Foundry
6359,4,Light Up the Stage
6360,3,Gods Willing
6361,3,Duress
6362,2,"Sorin, Vengeful Bloodlord, "
6363,21,Swamp
6364,3,"Ayara, First of Locthwain"
6365,4,Blacklance Paragon
6366,4,Cauldron Familiar
6367,4,Foulmire Knight
6368,1,Murderous Rider
6369,3,Witch's Vengeance
6370,4,Witch's Oven
6371,1,Castle Locthwain
6372,4,Midnight Reaper
6373,3,Rotting Regisaur
6374,4,Yarok's Fenlurker
6375,3,Scrabbling Claws
6376,4,Duress
6377,2,Bolas's Citadel
6378,3,"Davriel, Rogue Shadowmage"
6379,2,The Elderspell
6380,3,Liliana's Triumph
6381,2,"Disfigure, "
6382,4,Shock
6383,17,Mountain
6384,4,Bonecrusher Giant
6385,4,Rimrock Knight
6386,4,Castle Embereth
6387,4,Fervent Champion
6388,4,"Torbran, Thane of Red Fell"
6389,3,Experimental Frenzy
6390,4,Lava Coil
6391,4,Legion Warboss
6392,4,Runaway Steam-Kin
6393,2,"Chandra, Acolyte of Flame"
6394,4,Scorch Spitter
6395,4,Cavalcade of Calamity
6396,4,Light Up the Stage
6397,4,Tin Street Dodger
6398,1,"Tibalt, Rakish Instigator, "
6399,4,Shock
6400,18,Mountain
6401,4,Bonecrusher Giant
6402,1,Redcap Melee
6403,4,Rimrock Knight
6404,3,Castle Embereth
6405,4,Fervent Champion
6406,4,"Torbran, Thane of Red Fell"
6407,3,Experimental Frenzy
6408,3,Lava Coil
6409,4,Runaway Steam-Kin
6410,2,"Chandra, Acolyte of Flame"
6411,2,Fry
6412,4,Scorch Spitter
6413,4,Cavalcade of Calamity
6414,4,Light Up the Stage
6415,4,Tin Street Dodger
6416,3,"Tibalt, Rakish Instigator, "
6417,4,Shock
6418,17,Mountain
6419,4,Bonecrusher Giant
6420,4,Rimrock Knight
6421,4,Slaying Fire
6422,3,Castle Embereth
6423,4,Embereth Shieldbreaker
6424,4,Fervent Champion
6425,4,"Torbran, Thane of Red Fell"
6426,4,Experimental Frenzy
6427,4,Lava Coil
6428,4,Runaway Steam-Kin
6429,2,"Chandra, Acolyte of Flame"
6430,3,Fry
6431,4,Scorch Spitter
6432,4,Light Up the Stage
6433,2,"Tibalt, Rakish Instigator, "
6434,4,Shock
6435,18,Mountain
6436,4,Bonecrusher Giant
6437,1,Redcap Melee
6438,4,Rimrock Knight
6439,3,Castle Embereth
6440,4,Fervent Champion
6441,4,"Torbran, Thane of Red Fell"
6442,3,Experimental Frenzy
6443,3,Lava Coil
6444,4,Runaway Steam-Kin
6445,2,"Chandra, Acolyte of Flame"
6446,2,Fry
6447,4,Scorch Spitter
6448,4,Cavalcade of Calamity
6449,4,Light Up the Stage
6450,4,Tin Street Dodger
6451,3,"Tibalt, Rakish Instigator, "
6452,20,Swamp
6453,3,"Ayara, First of Locthwain"
6454,4,Cauldron Familiar
6455,3,Murderous Rider
6456,3,Revenge of Ravens
6457,4,Witch's Oven
6458,3,Castle Locthwain
6459,4,Midnight Reaper
6460,2,Cavalier of Night
6461,3,Legion's End
6462,4,Noxious Grasp
6463,4,Yarok's Fenlurker
6464,3,Drill Bit
6465,4,Gutterbones
6466,2,Orzhov Enforcer
6467,4,Priest of Forgotten Gods
6468,3,Duress
6469,2,"Massacre Girl, "
6470,20,Swamp
6471,3,"Ayara, First of Locthwain"
6472,4,Cauldron Familiar
6473,3,Murderous Rider
6474,3,Revenge of Ravens
6475,4,Witch's Oven
6476,3,Castle Locthwain
6477,4,Midnight Reaper
6478,2,Cavalier of Night
6479,3,Legion's End
6480,4,Noxious Grasp
6481,4,Yarok's Fenlurker
6482,3,Drill Bit
6483,4,Gutterbones
6484,2,Orzhov Enforcer
6485,4,Priest of Forgotten Gods
6486,3,Duress
6487,2,"Massacre Girl, "
6488,20,Swamp
6489,3,"Ayara, First of Locthwain"
6490,4,Blacklance Paragon
6491,4,Cauldron Familiar
6492,3,Murderous Rider
6493,2,Order of Midnight
6494,2,Witch's Vengeance
6495,2,Deathless Knight
6496,4,Witch's Oven
6497,3,Castle Locthwain
6498,3,"Rankle, Master of Pranks"
6499,4,Knight of the Ebon Legion
6500,4,Legion's End
6501,4,Noxious Grasp
6502,2,Yarok's Fenlurker
6503,3,Drill Bit
6504,2,Orzhov Enforcer
6505,4,Spawn of Mayhem
6506,2,"Davriel, Rogue Shadowmage, "
6507,20,Swamp
6508,3,Blacklance Paragon
6509,4,Foulmire Knight
6510,4,Murderous Rider
6511,3,Order of Midnight
6512,2,Castle Locthwain
6513,3,"Rankle, Master of Pranks"
6514,2,Cavalier of Night
6515,4,Knight of the Ebon Legion
6516,4,Noxious Grasp
6517,4,Rotting Regisaur
6518,2,Cry of the Carnarium
6519,3,Drill Bit
6520,4,Gutterbones
6521,4,Spawn of Mayhem
6522,3,Duress
6523,2,"Ugin, the Ineffable"
6524,2,The Elderspell
6525,2,"Spark Harvest, "
6526,20,Swamp
6527,3,"Ayara, First of Locthwain"
6528,4,Cauldron Familiar
6529,2,Epic Downfall
6530,3,Murderous Rider
6531,3,Revenge of Ravens
6532,4,Witch's Oven
6533,3,Castle Locthwain
6534,4,Midnight Reaper
6535,2,Cavalier of Night
6536,2,Legion's End
6537,2,Noxious Grasp
6538,4,Yarok's Fenlurker
6539,3,Drill Bit
6540,4,Gutterbones
6541,2,Orzhov Enforcer
6542,4,Priest of Forgotten Gods
6543,2,Duress
6544,2,"Davriel, Rogue Shadowmage"
6545,2,"Massacre Girl, "
6546,20,Swamp
6547,3,"Ayara, First of Locthwain"
6548,4,Cauldron Familiar
6549,2,Epic Downfall
6550,3,Murderous Rider
6551,3,Revenge of Ravens
6552,4,Witch's Oven
6553,3,Castle Locthwain
6554,4,Midnight Reaper
6555,2,Cavalier of Night
6556,2,Legion's End
6557,2,Noxious Grasp
6558,4,Yarok's Fenlurker
6559,3,Drill Bit
6560,4,Gutterbones
6561,2,Orzhov Enforcer
6562,4,Priest of Forgotten Gods
6563,2,Duress
6564,2,"Davriel, Rogue Shadowmage"
6565,2,"Massacre Girl, "
6566,20,Swamp
6567,3,"Ayara, First of Locthwain"
6568,4,Cauldron Familiar
6569,2,Epic Downfall
6570,3,Murderous Rider
6571,3,Revenge of Ravens
6572,4,Witch's Oven
6573,3,Castle Locthwain
6574,4,Midnight Reaper
6575,2,Cavalier of Night
6576,2,Legion's End
6577,2,Noxious Grasp
6578,4,Yarok's Fenlurker
6579,3,Drill Bit
6580,4,Gutterbones
6581,2,Orzhov Enforcer
6582,4,Priest of Forgotten Gods
6583,2,Duress
6584,2,"Davriel, Rogue Shadowmage"
6585,2,"Massacre Girl, "
6586,6,Mountain
6587,9,Swamp
6588,4,Blood Crypt
6589,4,Cauldron Familiar
6590,4,Claim the Firstborn
6591,2,Scorching Dragonfire
6592,4,Witch's Oven
6593,3,Castle Locthwain
6594,2,Fabled Passage
6595,2,Embereth Shieldbreaker
6596,3,"Rankle, Master of Pranks"
6597,4,Midnight Reaper
6598,3,Noxious Grasp
6599,2,Drill Bit
6600,4,Gutterbones
6601,4,Priest of Forgotten Gods
6602,2,Theater of Horrors
6603,2,Duress
6604,1,Lazotep Reaver
6605,2,Massacre Girl
6606,4,Angrath's Rampage
6607,4,"Mayhem Devil, "
6608,6,Mountain
6609,9,Swamp
6610,4,Blood Crypt
6611,4,Cauldron Familiar
6612,4,Claim the Firstborn
6613,2,Scorching Dragonfire
6614,4,Witch's Oven
6615,3,Castle Locthwain
6616,2,Fabled Passage
6617,2,Embereth Shieldbreaker
6618,3,"Rankle, Master of Pranks"
6619,4,Midnight Reaper
6620,3,Noxious Grasp
6621,2,Drill Bit
6622,4,Gutterbones
6623,4,Priest of Forgotten Gods
6624,2,Theater of Horrors
6625,2,Duress
6626,1,Lazotep Reaver
6627,2,Massacre Girl
6628,4,Angrath's Rampage
6629,4,"Mayhem Devil, "
6630,6,Mountain
6631,9,Swamp
6632,4,Blood Crypt
6633,4,Cauldron Familiar
6634,4,Claim the Firstborn
6635,2,Scorching Dragonfire
6636,4,Witch's Oven
6637,3,Castle Locthwain
6638,2,Fabled Passage
6639,2,Embereth Shieldbreaker
6640,3,"Rankle, Master of Pranks"
6641,4,Midnight Reaper
6642,3,Noxious Grasp
6643,2,Drill Bit
6644,4,Gutterbones
6645,4,Priest of Forgotten Gods
6646,2,Theater of Horrors
6647,2,Duress
6648,1,Lazotep Reaver
6649,2,Massacre Girl
6650,4,Angrath's Rampage
6651,4,"Mayhem Devil, "
6652,19,Swamp
6653,3,"Ayara, First of Locthwain"
6654,4,Blacklance Paragon
6655,4,Murderous Rider
6656,2,Order of Midnight
6657,2,Witch's Vengeance
6658,4,Castle Locthwain
6659,3,"Rankle, Master of Pranks"
6660,3,Midnight Reaper
6661,1,Dread Presence
6662,4,Knight of the Ebon Legion
6663,2,Legion's End
6664,4,Noxious Grasp
6665,4,Yarok's Fenlurker
6666,3,Drill Bit
6667,4,Gutterbones
6668,4,Spawn of Mayhem
6669,2,Duress
6670,2,"Davriel, Rogue Shadowmage"
6671,1,"The Elderspell, "
6672,20,Swamp
6673,3,"Ayara, First of Locthwain"
6674,4,Cauldron Familiar
6675,4,Murderous Rider
6676,4,Order of Midnight
6677,4,Witch's Oven
6678,3,Castle Locthwain
6679,3,Piper of the Swarm
6680,4,Midnight Reaper
6681,2,Cavalier of Night
6682,4,Yarok's Fenlurker
6683,3,Drill Bit
6684,4,Gutterbones
6685,2,Orzhov Enforcer
6686,4,Priest of Forgotten Gods
6687,4,Duress
6688,3,"The Elderspell, "
6689,19,Swamp
6690,2,"Ayara, First of Locthwain"
6691,4,Cauldron Familiar
6692,3,Murderous Rider
6693,1,Covetous Urge
6694,4,Witch's Oven
6695,3,Castle Locthwain
6696,2,"Rankle, Master of Pranks"
6697,4,Midnight Reaper
6698,4,Knight of the Ebon Legion
6699,4,Legion's End
6700,4,Noxious Grasp
6701,3,Drill Bit
6702,3,Gutterbones
6703,2,Orzhov Enforcer
6704,4,Priest of Forgotten Gods
6705,4,Spawn of Mayhem
6706,1,Duress
6707,1,Dreadhorde Invasion
6708,3,"Disfigure, "
6709,17,Forest
6710,1,Grafdigger's Cage
6711,4,Feasting Troll King
6712,4,Gilded Goose
6713,3,The Great Henge
6714,1,Questing Beast
6715,2,Trail of Crumbs
6716,3,Wicked Wolf
6717,3,"Yorvo, Lord of Garenbrig"
6718,4,Castle Garenbrig
6719,2,Gingerbread Cabin
6720,4,Lovestruck Beast
6721,2,Kraul Harpooner
6722,4,Pelt Collector
6723,4,Shifting Ceratops
6724,2,"Vivien, Arkbow Ranger"
6725,1,Voracious Hydra
6726,4,Thrashing Brontodon
6727,1,End-Raze Forerunners
6728,1,"Nissa, Who Shakes the World"
6729,4,Paradise Druid
6730,2,Return to Nature
6731,1,"Vivien, Champion of the Wilds"
6732,1,"Sorcerous Spyglass, "
6733,16,Forest
6734,3,Feasting Troll King
6735,4,Gilded Goose
6736,4,The Great Henge
6737,4,Questing Beast
6738,4,Wicked Wolf
6739,2,"Yorvo, Lord of Garenbrig"
6740,2,Stonecoil Serpent
6741,4,Castle Garenbrig
6742,4,Gingerbread Cabin
6743,1,Steelbane Hydra
6744,3,Leafkin Druid
6745,1,Shifting Ceratops
6746,4,Veil of Summer
6747,3,Voracious Hydra
6748,4,Thrashing Brontodon
6749,4,Growth-Chamber Guardian
6750,4,"Nissa, Who Shakes the World"
6751,4,"Paradise Druid, "
6752,20,Forest
6753,3,Giant Growth
6754,2,The Great Henge
6755,3,Questing Beast
6756,2,"Syr Faren, the Hengehammer"
6757,2,"Yorvo, Lord of Garenbrig"
6758,2,Stonecoil Serpent
6759,3,Castle Garenbrig
6760,2,Lovestruck Beast
6761,1,Steelbane Hydra
6762,1,Nullhide Ferox
6763,4,Pelt Collector
6764,3,Barkhide Troll
6765,4,Shifting Ceratops
6766,3,"Vivien, Arkbow Ranger"
6767,2,Voracious Hydra
6768,4,Thrashing Brontodon
6769,1,End-Raze Forerunners
6770,4,Thrash-Threat
6771,1,God-Eternal Rhonas
6772,2,"Nissa, Who Shakes the World"
6773,3,Paradise Druid
6774,1,Return to Nature
6775,1,"Vivien, Champion of the Wilds"
6776,1,"Mobilized District, "
6777,2,Act of Treason
6778,4,Shock
6779,18,Mountain
6780,4,Bonecrusher Giant
6781,2,Claim the Firstborn
6782,3,Embercleave
6783,4,Rimrock Knight
6784,4,Castle Embereth
6785,4,Fervent Champion
6786,3,Experimental Frenzy
6787,4,Lava Coil
6788,4,Legion Warboss
6789,4,Runaway Steam-Kin
6790,3,"Chandra, Acolyte of Flame"
6791,4,Fry
6792,4,Scorch Spitter
6793,4,"Light Up the Stage, "
6794,4,Shock
6795,18,Mountain
6796,4,Bonecrusher Giant
6797,4,Rimrock Knight
6798,3,Castle Embereth
6799,4,Fervent Champion
6800,4,"Torbran, Thane of Red Fell"
6801,3,Experimental Frenzy
6802,4,Lava Coil
6803,3,Legion Warboss
6804,4,Runaway Steam-Kin
6805,4,Scorch Spitter
6806,4,Cavalcade of Calamity
6807,4,Light Up the Stage
6808,4,Tin Street Dodger
6809,4,"Tibalt, Rakish Instigator, "
6810,6,Forest
6811,4,Swamp
6812,4,Breeding Pool
6813,4,Cauldron Familiar
6814,4,Murderous Rider
6815,4,Gilded Goose
6816,4,Once Upon a Time
6817,4,Trail of Crumbs
6818,2,Wicked Wolf
6819,4,"Oko, Thief of Crowns"
6820,4,Witch's Oven
6821,2,Castle Locthwain
6822,3,"Vraska, Golgari Queen"
6823,2,Leyline of the Void
6824,2,Aether Gust
6825,4,Rotting Regisaur
6826,2,Veil of Summer
6827,1,Negate
6828,4,Overgrown Tomb
6829,4,Watery Grave
6830,2,Thrashing Brontodon
6831,2,Duress
6832,3,"Massacre Girl, "
6833,2,Shock
6834,7,Forest
6835,4,Mountain
6836,1,Plains
6837,1,Deafening Silence
6838,1,The Great Henge
6839,2,Questing Beast
6840,1,Castle Embereth
6841,1,Castle Garenbrig
6842,4,Kraul Harpooner
6843,4,Nullhide Ferox
6844,4,Pelt Collector
6845,2,Deafening Clarion
6846,2,Justice Strike
6847,2,Knight of Autumn
6848,4,Stomping Ground
6849,3,Shifting Ceratops
6850,3,Veil of Summer
6851,1,"Vivien, Arkbow Ranger"
6852,2,Sacred Foundry
6853,4,Temple Garden
6854,2,Cindervines
6855,1,"Domri, Chaos Bringer"
6856,4,Gruul Spellbreaker
6857,2,Collision-Colossus
6858,2,Thrash-Threat
6859,1,"Ilharg, the Raze-Boar"
6860,2,"Nissa, Who Shakes the World"
6861,4,Paradise Druid
6862,2,"Domri, Anarch of Bolas, "
6863,2,Shock
6864,7,Forest
6865,4,Mountain
6866,1,Plains
6867,1,Deafening Silence
6868,1,The Great Henge
6869,2,Questing Beast
6870,1,Castle Embereth
6871,1,Castle Garenbrig
6872,4,Kraul Harpooner
6873,4,Nullhide Ferox
6874,4,Pelt Collector
6875,2,Deafening Clarion
6876,2,Justice Strike
6877,2,Knight of Autumn
6878,4,Stomping Ground
6879,3,Shifting Ceratops
6880,3,Veil of Summer
6881,1,"Vivien, Arkbow Ranger"
6882,2,Sacred Foundry
6883,4,Temple Garden
6884,2,Cindervines
6885,1,"Domri, Chaos Bringer"
6886,4,Gruul Spellbreaker
6887,2,Collision-Colossus
6888,2,Thrash-Threat
6889,1,"Ilharg, the Raze-Boar"
6890,2,"Nissa, Who Shakes the World"
6891,4,Paradise Druid
6892,2,"Domri, Anarch of Bolas, "
6893,1,Forest
6894,1,Island
6895,1,Mountain
6896,1,Plains
6897,1,Swamp
6898,2,Blood Crypt
6899,2,Breeding Pool
6900,1,Dance of the Manse
6901,1,Drown in the Loch
6902,4,Doom Foretold
6903,3,Golden Egg
6904,4,Fabled Passage
6905,4,Urban Utopia
6906,4,Deafening Clarion
6907,1,Justice Strike
6908,2,Knight of Autumn
6909,3,Thought Erasure
6910,3,Godless Shrine
6911,2,Stomping Ground
6912,1,Temple of Epiphany
6913,1,Temple of Malady
6914,2,Noxious Grasp
6915,2,Overgrown Tomb
6916,2,Temple Garden
6917,1,Watery Grave
6918,3,Hydroid Krasis
6919,1,Ravager Wurm
6920,1,Temple of Silence
6921,1,Temple of Triumph
6922,2,Arboreal Grazer
6923,2,Angrath's Rampage
6924,2,Deathsprout
6925,3,Niv-Mizzet Reborn
6926,3,Oath of Kaya
6927,1,"Tamiyo, Collector of Tales"
6928,3,"Teferi, Time Raveler"
6929,1,"Tolsimir, Friend to Wolves"
6930,1,Tyrant's Scorn
6931,1,"Guild Globe, "
6932,2,Plains
6933,4,Swamp
6934,4,Blood Crypt
6935,2,Murderous Rider
6936,3,Dance of the Manse
6937,4,Doom Foretold
6938,4,Golden Egg
6939,1,Castle Locthwain
6940,4,Mortify
6941,4,Godless Shrine
6942,2,Thought Distortion
6943,4,Sacred Foundry
6944,3,Cry of the Carnarium
6945,2,Bedevil
6946,1,Captive Audience
6947,2,Kaya's Wrath
6948,2,Consecrate-Consume
6949,4,Temple of Silence
6950,2,Temple of Triumph
6951,4,Duress
6952,1,Prison Realm
6953,1,Command the Dreadhorde
6954,1,The Elderspell
6955,2,"Liliana, Dreadhorde General"
6956,2,Angrath's Rampage
6957,2,Despark
6958,3,Oath of Kaya
6959,4,Guild Globe
6960,1,"Sorcerous Spyglass, "
6961,7,Plains
6962,6,Swamp
6963,1,Realm-Cloaked Giant
6964,3,Murderous Rider
6965,3,Doom Foretold
6966,4,Golden Egg
6967,3,Castle Locthwain
6968,2,Fabled Passage
6969,1,Ritual of Soot
6970,4,Godless Shrine
6971,3,Cavalier of Dawn
6972,2,Devout Decree
6973,2,Legion's End
6974,2,Noxious Grasp
6975,1,Ethereal Absolution
6976,2,"Kaya, Orzhov Usurper"
6977,2,Kaya's Wrath
6978,2,Seraph of the Scales
6979,4,Temple of Silence
6980,3,Duress
6981,2,Prison Realm
6982,4,"Davriel, Rogue Shadowmage"
6983,2,The Elderspell
6984,3,"Liliana, Dreadhorde General"
6985,4,Oath of Kaya
6986,3,"Sorcerous Spyglass, "
6987,6,Plains
6988,6,Swamp
6989,4,Murderous Rider
6990,4,Doom Foretold
6991,4,Golden Egg
6992,1,Castle Ardenvale
6993,3,Castle Locthwain
6994,2,Fabled Passage
6995,4,Mortify
6996,4,Godless Shrine
6997,3,Cavalier of Dawn
6998,2,Noxious Grasp
6999,2,Cry of the Carnarium
7000,4,Basilica Bell-Haunt
7001,2,"Kaya, Orzhov Usurper"
7002,3,Kaya's Wrath
7003,4,Temple of Silence
7004,3,Duress
7005,1,"Ugin, the Ineffable"
7006,2,Prison Realm
7007,1,Command the Dreadhorde
7008,3,"Davriel, Rogue Shadowmage"
7009,2,"Liliana, Dreadhorde General"
7010,3,Oath of Kaya
7011,2,"Sorcerous Spyglass, "
7012,7,Forest
7013,7,Island
7014,4,Breeding Pool
7015,2,Brazen Borrower
7016,4,Mystical Dispute
7017,1,Kenrith's Transformation
7018,2,Castle Vantress
7019,2,Fabled Passage
7020,4,Lovestruck Beast
7021,2,Chemister's Insight
7022,3,Sinister Sabotage
7023,3,Aether Gust
7024,4,Nightpack Ambusher
7025,2,Negate
7026,3,Quench
7027,4,Growth Spiral
7028,4,Frilled Mystic
7029,3,Hydroid Krasis
7030,4,Temple of Mystery
7031,4,"Nissa, Who Shakes the World"
7032,3,Paradise Druid
7033,1,Crushing Canopy
7034,2,"Sorcerous Spyglass, "
7035,10,Forest
7036,6,Island
7037,4,Breeding Pool
7038,2,"Gadwick, the Wizened"
7039,4,Mystical Dispute
7040,1,Gilded Goose
7041,2,Castle Garenbrig
7042,2,Castle Vantress
7043,1,Quasiduplicate
7044,4,Aether Gust
7045,1,Agent of Treachery
7046,4,Cavalier of Thorns
7047,4,Leafkin Druid
7048,4,Shifting Ceratops
7049,4,Risen Reef
7050,1,Negate
7051,1,End-Raze Forerunners
7052,4,Growth Spiral
7053,4,Hydroid Krasis
7054,4,Temple of Mystery
7055,2,Arboreal Grazer
7056,2,Finale of Devastation
7057,4,"Nissa, Who Shakes the World, "
7058,6,Mountain
7059,8,Swamp
7060,4,Blood Crypt
7061,4,Blacklance Paragon
7062,4,Murderous Rider
7063,3,Bonecrusher Giant
7064,4,Embercleave
7065,4,Stormfist Crusader
7066,2,Castle Locthwain
