,num,name
2399,3,Dance of the Manse
2400,4,Doom Foretold
2401,4,Golden Egg
2402,1,Castle Vantress
2403,3,Fabled Passage
2404,4,Thought Erasure
2405,4,Godless Shrine
2406,2,Devout Decree
2407,4,Noxious Grasp
2408,4,Watery Grave
2409,4,Kaya's Wrath
2410,4,Temple of Silence
2411,3,Duress
2412,2,The Elderspell
2413,2,Dovin's Veto
2414,4,Oath of Kaya
2415,4,"Teferi, Time Raveler"
2416,4,"Guild Globe, "
2417,2,Planar Cleansing
2418,1,Island
2419,2,Plains
2420,2,Swamp
2421,4,Hallowed Fountain
2422,2,Murderous Rider
2423,1,Wishclaw Talisman
2424,3,Dance of the Manse
2425,4,Doom Foretold
2426,4,Golden Egg
2427,1,Castle Vantress
2428,3,Fabled Passage
2429,4,Thought Erasure
2430,4,Godless Shrine
2431,1,Devout Decree
2432,1,Legion's End
2433,4,Noxious Grasp
2434,2,Negate
2435,4,Watery Grave
2436,4,Kaya's Wrath
2437,4,Temple of Silence
2438,2,Duress
2439,1,The Elderspell
2440,1,"Liliana, Dreadhorde General"
2441,3,Despark
2442,3,Oath of Kaya
2443,4,"Teferi, Time Raveler"
2444,4,"Guild Globe, "
2445,1,Planar Cleansing
2446,2,Island
2447,2,Plains
2448,3,Swamp
2449,4,Hallowed Fountain
2450,3,Murderous Rider
2451,3,Dance of the Manse
2452,4,Doom Foretold
2453,1,Lochmere Serpent
2454,4,Golden Egg
2455,2,Castle Vantress
2456,4,Fabled Passage
2457,4,Thought Erasure
2458,4,Godless Shrine
2459,2,Devout Decree
2460,2,Legion's End
2461,2,Noxious Grasp
2462,4,Watery Grave
2463,4,Kaya's Wrath
2464,2,Duress
2465,1,"Ugin, the Ineffable"
2466,2,"Narset, Parter of Veils"
2467,1,The Elderspell
2468,2,Despark
2469,4,Oath of Kaya
2470,4,"Teferi, Time Raveler"
2471,4,"Guild Globe, "
2472,2,Island
2473,1,Plains
2474,2,Swamp
2475,4,Hallowed Fountain
2476,3,Dance of the Manse
2477,4,Doom Foretold
2478,4,Golden Egg
2479,2,Castle Ardenvale
2480,2,Fabled Passage
2481,4,Godless Shrine
2482,3,Devout Decree
2483,4,Noxious Grasp
2484,4,Watery Grave
2485,2,Cry of the Carnarium
2486,1,"Kaya, Orzhov Usurper"
2487,3,Kaya's Wrath
2488,4,Temple of Silence
2489,3,Duress
2490,3,Prison Realm
2491,2,The Elderspell
2492,1,"Liliana, Dreadhorde General"
2493,2,Dovin's Veto
2494,4,Oath of Kaya
2495,4,"Teferi, Time Raveler"
2496,4,Guild Globe
2497,3,"Sorcerous Spyglass, "
2498,1,Island
2499,2,Plains
2500,2,Swamp
2501,4,Hallowed Fountain
2502,3,Dance of the Manse
2503,4,Doom Foretold
2504,2,Covetous Urge
2505,4,Golden Egg
2506,2,Castle Locthwain
2507,2,Fabled Passage
2508,4,Thought Erasure
2509,4,Godless Shrine
2510,2,Cavalier of Dawn
2511,4,Noxious Grasp
2512,4,Watery Grave
2513,2,Cry of the Carnarium
2514,2,"Kaya, Orzhov Usurper"
2515,4,Kaya's Wrath
2516,4,Temple of Silence
2517,2,Duress
2518,2,"Davriel, Rogue Shadowmage"
2519,2,Despark
2520,4,Oath of Kaya
2521,4,"Teferi, Time Raveler"
2522,3,Guild Globe
2523,2,"Disfigure, "
2524,2,Island
2525,2,Plains
2526,3,Swamp
2527,4,Hallowed Fountain
2528,1,Realm-Cloaked Giant
2529,2,Murderous Rider
2530,3,Dance of the Manse
2531,4,Doom Foretold
2532,4,Golden Egg
2533,1,Castle Locthwain
2534,1,Castle Vantress
2535,3,Fabled Passage
2536,1,Ritual of Soot
2537,4,Thought Erasure
2538,2,Mortify
2539,4,Godless Shrine
2540,2,Cavalier of Dawn
2541,3,Legion's End
2542,2,Noxious Grasp
2543,2,Watery Grave
2544,2,Cry of the Carnarium
2545,1,Ethereal Absolution
2546,3,Kaya's Wrath
2547,3,Temple of Silence
2548,2,Duress
2549,2,"Davriel, Rogue Shadowmage"
2550,1,"Liliana, Dreadhorde General"
2551,2,Despark
2552,4,Oath of Kaya
2553,3,"Teferi, Time Raveler"
2554,3,"Guild Globe, "
2555,2,Island
2556,1,Plains
2557,2,Swamp
2558,4,Hallowed Fountain
2559,3,Dance of the Manse
2560,4,Doom Foretold
2561,4,Golden Egg
2562,2,Castle Ardenvale
2563,2,Fabled Passage
2564,4,Godless Shrine
2565,3,Devout Decree
2566,4,Noxious Grasp
2567,4,Watery Grave
2568,2,Cry of the Carnarium
2569,1,"Kaya, Orzhov Usurper"
2570,3,Kaya's Wrath
2571,4,Temple of Silence
2572,3,Duress
2573,3,Prison Realm
2574,1,"Davriel, Rogue Shadowmage"
2575,1,The Elderspell
2576,1,"Liliana, Dreadhorde General"
2577,2,Dovin's Veto
2578,4,Oath of Kaya
2579,4,"Teferi, Time Raveler"
2580,4,Guild Globe
2581,3,"Sorcerous Spyglass, "
2582,1,Disenchant
2583,2,Island
2584,2,Plains
2585,2,Swamp
2586,4,Hallowed Fountain
2587,1,Realm-Cloaked Giant
2588,3,Murderous Rider
2589,1,Wishclaw Talisman
2590,3,Dance of the Manse
2591,4,Doom Foretold
2592,4,Golden Egg
2593,1,Castle Ardenvale
2594,2,Fabled Passage
2595,4,Thought Erasure
2596,1,Unmoored Ego
2597,4,Godless Shrine
2598,1,Devout Decree
2599,1,Legion's End
2600,2,Noxious Grasp
2601,4,Watery Grave
2602,4,Kaya's Wrath
2603,4,Temple of Silence
2604,2,Duress
2605,2,The Elderspell
2606,1,"Liliana, Dreadhorde General"
2607,2,Dovin's Veto
2608,4,Oath of Kaya
2609,3,"Teferi, Time Raveler"
2610,2,"Ashiok, Dream Render"
2611,4,"Guild Globe, "
2612,1,Planar Cleansing
2613,1,Island
2614,1,Plains
2615,3,Swamp
2616,4,Hallowed Fountain
2617,2,Murderous Rider
2618,1,Castle Ardenvale
2619,2,Castle Locthwain
2620,1,Fabled Passage
2621,4,Thought Erasure
2622,3,Mortify
2623,4,Godless Shrine
2624,2,Devout Decree
2625,1,Legion's End
2626,3,Noxious Grasp
2627,4,Watery Grave
2628,4,Hero of Precinct One
2629,2,Deputy of Detention
2630,1,Ethereal Absolution
2631,1,"Kaya, Orzhov Usurper"
2632,2,Kaya's Wrath
2633,4,Seraph of the Scales
2634,4,Temple of Silence
2635,1,Bolas's Citadel
2636,3,"Liliana, Dreadhorde General"
2637,2,Despark
2638,3,Dovin's Veto
2639,4,Elite Guardmage
2640,1,Enter the God-Eternals
2641,3,Oath of Kaya
2642,3,"Teferi, Time Raveler, "
2643,2,Planar Cleansing
2644,1,Disenchant
2645,1,Island
2646,2,Plains
2647,2,Swamp
2648,4,Hallowed Fountain
2649,2,Murderous Rider
2650,1,Castle Ardenvale
2651,4,Fabled Passage
2652,2,"Kenrith, the Returned King"
2653,4,Charming Prince
2654,4,Thought Erasure
2655,4,Godless Shrine
2656,4,Disdainful Stroke
2657,2,Devout Decree
2658,2,Aether Gust
2659,4,Watery Grave
2660,1,Cry of the Carnarium
2661,4,Basilica Bell-Haunt
2662,1,Ethereal Absolution
2663,2,"Kaya, Orzhov Usurper"
2664,3,Kaya's Wrath
2665,4,Temple of Silence
2666,2,"Fblthp, the Lost"
2667,3,Command the Dreadhorde
2668,4,Elite Guardmage
2669,4,"Teferi, Time Raveler"
2670,2,"Tyrant's Scorn, "
2671,2,Disenchant
2672,2,Island
2673,2,Mountain
2674,1,Plains
2675,4,Hallowed Fountain
2676,4,Mystical Dispute
2677,4,Bonecrusher Giant
2678,4,Fires of Invention
2679,3,Castle Vantress
2680,3,Fabled Passage
2681,3,"Kenrith, the Returned King"
2682,4,Deafening Clarion
2683,3,Justice Strike
2684,4,Steam Vents
2685,3,Temple of Epiphany
2686,2,Devout Decree
2687,4,Cavalier of Gales
2688,3,Cavalier of Flame
2689,2,Sacred Foundry
2690,3,Tithe Taker
2691,3,Shimmer of Possibility
2692,4,Sphinx of Foresight
2693,3,Temple of Triumph
2694,1,Solar Blaze
2695,4,"Teferi, Time Raveler, "
2696,1,Disenchant
2697,2,Island
2698,2,Mountain
2699,1,Plains
2700,4,Hallowed Fountain
2701,4,Mystical Dispute
2702,4,Bonecrusher Giant
2703,4,Fires of Invention
2704,3,Castle Vantress
2705,3,Fabled Passage
2706,2,"Kenrith, the Returned King"
2707,4,Deafening Clarion
2708,2,Justice Strike
2709,4,Steam Vents
2710,3,Temple of Epiphany
2711,2,Devout Decree
2712,2,Aether Gust
2713,3,Cavalier of Gales
2714,4,Cavalier of Flame
2715,1,"Chandra, Awakened Inferno"
2716,2,Sacred Foundry
2717,3,Tithe Taker
2718,3,Shimmer of Possibility
2719,4,Sphinx of Foresight
2720,3,Temple of Triumph
2721,1,Solar Blaze
2722,4,"Teferi, Time Raveler, "
2723,2,Disenchant
2724,2,Island
2725,2,Mountain
2726,1,Plains
2727,4,Hallowed Fountain
2728,4,Mystical Dispute
2729,3,Bonecrusher Giant
2730,4,Fires of Invention
2731,2,Castle Vantress
2732,3,Fabled Passage
2733,2,"Kenrith, the Returned King"
2734,4,Legion Warboss
2735,4,Deafening Clarion
2736,2,Justice Strike
2737,4,Steam Vents
2738,3,Temple of Epiphany
2739,2,Aether Gust
2740,3,Cavalier of Gales
2741,4,Cavalier of Flame
2742,3,Sacred Foundry
2743,3,Shimmer of Possibility
2744,4,Sphinx of Foresight
2745,2,"Lavinia, Azorius Renegade"
2746,3,Temple of Triumph
2747,4,"Teferi, Time Raveler"
2748,1,"Sorcerous Spyglass, "
2749,2,Disenchant
2750,2,Island
2751,2,Mountain
2752,1,Plains
2753,4,Hallowed Fountain
2754,4,Mystical Dispute
2755,3,Bonecrusher Giant
2756,4,Fires of Invention
2757,3,Castle Vantress
2758,3,Fabled Passage
2759,1,"Kenrith, the Returned King"
2760,4,Legion Warboss
2761,4,Deafening Clarion
2762,4,Steam Vents
2763,3,Temple of Epiphany
2764,3,Devout Decree
2765,3,Aether Gust
2766,4,Cavalier of Gales
2767,1,Drawn from Dreams
2768,4,Cavalier of Flame
2769,2,Sacred Foundry
2770,3,Shimmer of Possibility
2771,4,Sphinx of Foresight
2772,3,Temple of Triumph
2773,4,"Teferi, Time Raveler, "
2774,2,Disenchant
2775,2,Island
2776,2,Mountain
2777,1,Plains
2778,4,Hallowed Fountain
2779,4,Mystical Dispute
2780,3,Bonecrusher Giant
2781,4,Fires of Invention
2782,3,Castle Vantress
2783,3,Fabled Passage
2784,1,"Kenrith, the Returned King"
2785,4,Legion Warboss
2786,4,Deafening Clarion
2787,4,Steam Vents
2788,3,Temple of Epiphany
2789,3,Devout Decree
2790,3,Aether Gust
2791,4,Cavalier of Gales
2792,1,Drawn from Dreams
2793,4,Cavalier of Flame
2794,2,Sacred Foundry
2795,3,Shimmer of Possibility
2796,4,Sphinx of Foresight
2797,3,Temple of Triumph
2798,4,"Teferi, Time Raveler, "
2799,2,Disenchant
2800,2,Island
2801,2,Mountain
2802,1,Plains
2803,4,Hallowed Fountain
2804,4,Mystical Dispute
2805,3,Bonecrusher Giant
2806,4,Fires of Invention
2807,3,Castle Vantress
2808,3,Fabled Passage
2809,2,"Kenrith, the Returned King"
2810,3,Legion Warboss
2811,4,Deafening Clarion
2812,3,Justice Strike
2813,4,Steam Vents
2814,3,Temple of Epiphany
2815,3,Aether Gust
2816,4,Cavalier of Gales
2817,4,Cavalier of Flame
2818,2,Sacred Foundry
2819,3,Shimmer of Possibility
2820,4,Sphinx of Foresight
2821,3,Temple of Triumph
2822,1,Solar Blaze
2823,4,"Teferi, Time Raveler, "
2824,2,Disenchant
2825,2,Island
2826,2,Mountain
2827,1,Plains
2828,4,Hallowed Fountain
2829,4,Mystical Dispute
2830,4,Bonecrusher Giant
2831,4,Fires of Invention
2832,3,Castle Vantress
2833,3,Fabled Passage
2834,2,"Kenrith, the Returned King"
2835,4,Deafening Clarion
2836,2,Justice Strike
2837,4,Steam Vents
2838,3,Temple of Epiphany
2839,2,Devout Decree
2840,2,Aether Gust
2841,3,Cavalier of Gales
2842,4,Cavalier of Flame
2843,1,"Chandra, Awakened Inferno"
2844,2,Sacred Foundry
2845,2,Tithe Taker
2846,3,Shimmer of Possibility
2847,4,Sphinx of Foresight
2848,3,Temple of Triumph
2849,1,Solar Blaze
2850,4,"Teferi, Time Raveler, "
2851,3,Disenchant
2852,3,Island
2853,3,Mountain
2854,1,Plains
2855,4,Hallowed Fountain
2856,4,Mystical Dispute
2857,3,Bonecrusher Giant
2858,4,Fires of Invention
2859,2,Castle Vantress
2860,2,Fabled Passage
2861,2,"Kenrith, the Returned King"
2862,4,Deafening Clarion
2863,1,Justice Strike
2864,4,Steam Vents
2865,3,Temple of Epiphany
2866,1,Devout Decree
2867,3,Aether Gust
2868,3,Cavalier of Gales
2869,1,Drawn from Dreams
2870,4,Cavalier of Flame
2871,2,Sacred Foundry
2872,4,Tithe Taker
2873,2,Shimmer of Possibility
2874,4,Sphinx of Foresight
2875,3,Temple of Triumph
2876,4,"Teferi, Time Raveler"
2877,1,"Time Wipe, "
2878,2,Disenchant
2879,2,Island
2880,2,Mountain
2881,1,Plains
2882,4,Hallowed Fountain
2883,4,Mystical Dispute
2884,3,Bonecrusher Giant
2885,4,Fires of Invention
2886,3,Castle Vantress
2887,3,Fabled Passage
2888,3,"Kenrith, the Returned King"
2889,4,Deafening Clarion
2890,2,Justice Strike
2891,4,Steam Vents
2892,3,Temple of Epiphany
2893,2,Devout Decree
2894,2,Aether Gust
2895,3,Cavalier of Gales
2896,4,Cavalier of Flame
2897,2,Sacred Foundry
2898,4,Tithe Taker
2899,3,Shimmer of Possibility
2900,4,Sphinx of Foresight
2901,3,Temple of Triumph
2902,4,"Teferi, Time Raveler, "
2903,1,Disenchant
2904,2,Island
2905,2,Mountain
2906,1,Plains
2907,4,Hallowed Fountain
2908,4,Mystical Dispute
2909,2,Bonecrusher Giant
2910,4,Fires of Invention
2911,3,Castle Vantress
2912,3,Fabled Passage
2913,2,"Kenrith, the Returned King"
2914,4,Legion Warboss
2915,4,Deafening Clarion
2916,1,Justice Strike
2917,4,Steam Vents
2918,3,Temple of Epiphany
2919,2,Devout Decree
2920,3,Aether Gust
2921,3,Cavalier of Gales
2922,4,Cavalier of Flame
2923,1,Negate
2924,2,Sacred Foundry
2925,3,Shimmer of Possibility
2926,4,Sphinx of Foresight
2927,3,Temple of Triumph
2928,4,"Teferi, Time Raveler"
2929,1,Time Wipe
2930,1,"Sorcerous Spyglass, "
2931,2,Disenchant
2932,2,Island
2933,2,Mountain
2934,1,Plains
2935,4,Hallowed Fountain
2936,2,Brazen Borrower
2937,4,Mystical Dispute
2938,4,Bonecrusher Giant
2939,4,Fires of Invention
2940,1,The Royal Scions
2941,2,Castle Vantress
2942,3,Fabled Passage
2943,3,"Kenrith, the Returned King"
2944,4,Legion Warboss
2945,4,Deafening Clarion
2946,4,Steam Vents
2947,3,Temple of Epiphany
2948,4,Cavalier of Gales
2949,4,Cavalier of Flame
2950,4,Sacred Foundry
2951,3,Tithe Taker
2952,4,Sphinx of Foresight
2953,2,Temple of Triumph
2954,4,"Teferi, Time Raveler"
2955,1,"Time Wipe, "
2956,1,Forest
2957,1,Island
2958,1,Mountain
2959,1,Plains
2960,1,Swamp
2961,1,Blood Crypt
2962,4,Breeding Pool
2963,2,Hallowed Fountain
2964,3,Mystical Dispute
2965,4,Fires of Invention
2966,3,Beanstalk Giant
2967,1,Castle Vantress
2968,3,Fabled Passage
2969,2,"Kenrith, the Returned King"
2970,1,Steam Vents
2971,1,Stomping Ground
2972,1,Temple of Epiphany
2973,1,Temple of Malady
2974,2,Devout Decree
2975,2,Aether Gust
2976,2,Agent of Treachery
2977,2,Flame Sweep
2978,4,"Golos, Tireless Pilgrim"
2979,2,Negate
2980,1,Sacred Foundry
2981,2,Temple Garden
2982,4,Growth Spiral
2983,3,Hydroid Krasis
2984,3,Temple of Mystery
2985,1,Temple of Silence
2986,1,Temple of Triumph
2987,2,Return to Nature
2988,4,Casualties of War
2989,4,"Teferi, Time Raveler"
2990,2,Time Wipe
2991,2,"Tolsimir, Friend to Wolves, "
2992,2,Disenchant
2993,2,Island
2994,2,Mountain
2995,1,Plains
2996,4,Hallowed Fountain
2997,4,Mystical Dispute
2998,4,Bonecrusher Giant
2999,4,Fires of Invention
3000,3,Castle Vantress
3001,3,Fabled Passage
3002,3,"Kenrith, the Returned King"
3003,4,Deafening Clarion
3004,3,Justice Strike
3005,4,Steam Vents
3006,3,Temple of Epiphany
3007,2,Devout Decree
3008,3,Aether Gust
3009,3,Cavalier of Gales
3010,1,Drawn from Dreams
3011,4,Cavalier of Flame
3012,2,Sacred Foundry
3013,3,Shimmer of Possibility
3014,4,Sphinx of Foresight
3015,3,Temple of Triumph
3016,4,"Teferi, Time Raveler, "
3017,3,Disenchant
3018,2,Island
3019,1,Mountain
3020,1,Plains
3021,4,Hallowed Fountain
3022,4,Fae of Wishes
3023,3,Mystical Dispute
3024,2,Bonecrusher Giant
3025,4,Fires of Invention
3026,2,Castle Vantress
3027,2,Fabled Passage
3028,1,"Garruk, Cursed Huntsman"
3029,1,"Kenrith, the Returned King"
3030,3,Deafening Clarion
3031,2,Justice Strike
3032,4,Steam Vents
3033,4,Temple of Epiphany
3034,1,Devout Decree
3035,2,Aether Gust
3036,3,Cavalier of Gales
3037,4,Cavalier of Flame
3038,1,"Chandra, Awakened Inferno"
3039,4,Sacred Foundry
3040,4,Sphinx of Foresight
3041,3,Temple of Triumph
3042,1,Command the Dreadhorde
3043,1,Casualties of War
3044,1,Enter the God-Eternals
3045,4,"Teferi, Time Raveler"
3046,3,"Time Wipe, "
3047,2,Island
3048,2,Mountain
3049,1,Plains
3050,4,Hallowed Fountain
3051,4,Mystical Dispute
3052,3,Bonecrusher Giant
3053,4,Fires of Invention
3054,3,Castle Vantress
3055,3,Fabled Passage
3056,2,"Kenrith, the Returned King"
3057,4,Legion Warboss
3058,4,Deafening Clarion
3059,2,Justice Strike
3060,4,Steam Vents
3061,3,Temple of Epiphany
3062,2,Devout Decree
3063,2,Aether Gust
3064,3,Cavalier of Gales
3065,4,Cavalier of Flame
3066,2,Sacred Foundry
3067,3,Shimmer of Possibility
3068,4,Sphinx of Foresight
3069,2,"Lavinia, Azorius Renegade"
3070,3,Temple of Triumph
3071,1,Solar Blaze
3072,4,"Teferi, Time Raveler, "
3073,2,Forest
3074,1,Island
3075,1,Mountain
3076,1,Plains
3077,1,Swamp
3078,1,Blood Crypt
3079,2,Breeding Pool
3080,3,Fires of Invention
3081,3,Escape to the Wilds
3082,4,Fabled Passage
3083,1,"Garruk, Cursed Huntsman"
3084,1,"Aurelia, Exemplar of Justice"
3085,2,Deafening Clarion
3086,1,Justice Strike
3087,3,Knight of Autumn
3088,2,Thought Erasure
3089,1,Stomping Ground
3090,2,Temple of Epiphany
3091,2,Temple of Malady
3092,4,Shifting Ceratops
3093,2,Overgrown Tomb
3094,2,Temple Garden
3095,2,Watery Grave
3096,2,Deputy of Detention
3097,2,Ethereal Absolution
3098,4,Growth Spiral
3099,2,Hydroid Krasis
3100,3,Temple of Mystery
3101,4,Paradise Druid
3102,4,Casualties of War
3103,2,Despark
3104,4,Niv-Mizzet Reborn
3105,2,"Teferi, Time Raveler"
3106,2,"Tolsimir, Friend to Wolves, "
3107,7,Forest
3108,5,Swamp
3109,4,Foulmire Knight
3110,4,Murderous Rider
3111,2,Order of Midnight
3112,4,Edgewall Innkeeper
3113,4,Questing Beast
3114,1,Castle Locthwain
3115,2,Fabled Passage
3116,4,Lovestruck Beast
3117,2,"Rankle, Master of Pranks"
3118,2,Midnight Reaper
3119,2,"Vraska, Golgari Queen"
3120,1,Find-Finality
3121,4,Temple of Malady
3122,3,Legion's End
3123,2,Noxious Grasp
3124,4,Overgrown Tomb
3125,2,Thrashing Brontodon
3126,3,Duress
3127,2,"Liliana, Dreadhorde General"
3128,2,Massacre Girl
3129,1,"Nissa, Who Shakes the World"
3130,4,Paradise Druid
3131,2,Casualties of War
3132,2,"Disfigure, "
3133,5,Forest
3134,1,Mountain
3135,2,Swamp
3136,4,Blood Crypt
3137,4,Cauldron Familiar
3138,3,Murderous Rider
3139,3,Beanstalk Giant
3140,4,Gilded Goose
3141,4,Trail of Crumbs
3142,3,Wicked Wolf
3143,2,Deathless Knight
3144,4,Witch's Oven
3145,2,Castle Locthwain
3146,3,Fabled Passage
3147,3,Lovestruck Beast
3148,2,"Korvold, Fae-Cursed King"
3149,4,Stomping Ground
3150,3,Noxious Grasp
3151,4,Overgrown Tomb
3152,2,Thrashing Brontodon
3153,3,Duress
3154,2,Massacre Girl
3155,4,Casualties of War
3156,4,"Mayhem Devil, "
3157,8,Forest
3158,8,Plains
3159,4,Faerie Guidemother
3160,4,Giant Killer
3161,2,Glass Casket
3162,1,Hushbringer
3163,4,Shepherd of the Flock
3164,4,Once Upon a Time
3165,1,Questing Beast
3166,1,Castle Ardenvale
3167,1,Flaxen Intruder
3168,4,Lovestruck Beast
3169,3,Conclave Tribunal
3170,4,Venerated Loxodon
3171,2,Knight of Autumn
3172,3,March of the Multitudes
3173,3,Flower-Flourish
3174,4,Silhana Ledgewalker
3175,2,Devout Decree
3176,2,Veil of Summer
3177,4,Temple Garden
3178,2,Unbreakable Formation
3179,2,Gideon Blackblade
3180,2,"God-Eternal Oketra, "
3181,7,Forest
3182,9,Swamp
3183,1,Epic Downfall
3184,4,Foulmire Knight
3185,4,Murderous Rider
3186,4,Order of Midnight
3187,2,Reaper of Night
3188,4,Smitten Swordmaster
3189,2,Beanstalk Giant
3190,4,Edgewall Innkeeper
3191,4,Lucky Clover
3192,2,Castle Locthwain
3193,2,Fabled Passage
3194,4,Lovestruck Beast
3195,2,Midnight Reaper
3196,2,Assassin's Trophy
3197,2,"Vraska, Golgari Queen"
3198,1,Temple of Malady
3199,1,Legion's End
3200,1,Noxious Grasp
3201,2,Shifting Ceratops
3202,4,Overgrown Tomb
3203,2,Duress
3204,1,Massacre Girl
3205,3,Casualties of War
3206,1,"Disfigure, "
3207,7,Forest
3208,9,Swamp
3209,2,Epic Downfall
3210,4,Foulmire Knight
3211,4,Murderous Rider
3212,4,Order of Midnight
3213,2,Reaper of Night
3214,4,Smitten Swordmaster
3215,2,Beanstalk Giant
3216,4,Edgewall Innkeeper
3217,4,Lucky Clover
3218,2,Castle Locthwain
3219,2,Fabled Passage
3220,4,Lovestruck Beast
3221,2,Midnight Reaper
3222,2,Assassin's Trophy
3223,2,"Vraska, Golgari Queen"
3224,1,Temple of Malady
3225,1,Noxious Grasp
3226,2,Shifting Ceratops
3227,4,Overgrown Tomb
3228,2,Duress
3229,1,Massacre Girl
3230,3,Casualties of War
3231,1,"Disfigure, "
3232,8,Forest
3233,6,Swamp
3234,2,Epic Downfall
3235,4,Foulmire Knight
3236,3,Murderous Rider
3237,1,Order of Midnight
3238,4,Beanstalk Giant
3239,4,Edgewall Innkeeper
3240,3,Lucky Clover
3241,3,Castle Locthwain
3242,1,Fabled Passage
3243,4,Lovestruck Beast
3244,3,"Vraska, Golgari Queen"
3245,1,Find-Finality
3246,3,Temple of Malady
3247,2,Noxious Grasp
3248,4,Shifting Ceratops
3249,4,Overgrown Tomb
3250,2,Thrashing Brontodon
3251,4,Duress
3252,1,"Liliana, Dreadhorde General"
3253,1,Massacre Girl
3254,2,Paradise Druid
3255,4,Casualties of War
3256,1,"Disfigure, "
3257,8,Forest
3258,6,Swamp
3259,2,Epic Downfall
3260,4,Foulmire Knight
3261,4,Murderous Rider
3262,2,Order of Midnight
3263,4,Edgewall Innkeeper
3264,3,The Great Henge
3265,3,Questing Beast
3266,2,Fabled Passage
3267,4,Lovestruck Beast
3268,1,Kraul Harpooner
3269,4,Temple of Malady
3270,2,Noxious Grasp
3271,4,Rotting Regisaur
3272,2,Shifting Ceratops
3273,4,"Vivien, Arkbow Ranger"
3274,4,Overgrown Tomb
3275,3,Thrashing Brontodon
3276,3,Duress
3277,4,Paradise Druid
3278,2,"Casualties of War, "
3279,9,Forest
3280,5,Swamp
3281,1,Epic Downfall
3282,4,Foulmire Knight
3283,4,Murderous Rider
3284,3,Order of Midnight
3285,4,Edgewall Innkeeper
3286,4,Questing Beast
3287,2,Castle Locthwain
3288,2,Fabled Passage
3289,1,"Garruk, Cursed Huntsman"
3290,4,Lovestruck Beast
3291,1,Midnight Reaper
3292,1,Assassin's Trophy
3293,3,Temple of Malady
3294,1,Cavalier of Night
3295,2,Legion's End
3296,3,Shifting Ceratops
3297,3,"Vivien, Arkbow Ranger"
3298,4,Overgrown Tomb
3299,3,Thrashing Brontodon
3300,4,Duress
3301,1,"Liliana, Dreadhorde General"
3302,2,Massacre Girl
3303,4,"Paradise Druid, "
3304,7,Forest
3305,9,Swamp
3306,2,Epic Downfall
3307,4,Foulmire Knight
3308,4,Murderous Rider
3309,4,Order of Midnight
3310,2,Reaper of Night
3311,4,Smitten Swordmaster
3312,2,Beanstalk Giant
3313,4,Edgewall Innkeeper
3314,4,Lucky Clover
3315,2,Castle Locthwain
3316,2,Fabled Passage
3317,4,Lovestruck Beast
3318,2,Midnight Reaper
3319,2,Assassin's Trophy
3320,2,"Vraska, Golgari Queen"
3321,1,Temple of Malady
3322,1,Noxious Grasp
3323,2,Shifting Ceratops
3324,4,Overgrown Tomb
3325,2,Duress
3326,1,Massacre Girl
3327,3,Casualties of War
3328,1,"Disfigure, "
3329,6,Forest
3330,5,Swamp
3331,3,Blacklance Paragon
3332,4,Murderous Rider
3333,4,Questing Beast
3334,2,Castle Locthwain
3335,2,Fabled Passage
3336,2,"Rankle, Master of Pranks"
3337,3,Midnight Reaper
3338,4,Pelt Collector
3339,2,Assassin's Trophy
3340,4,Temple of Malady
3341,2,Cavalier of Night
3342,4,Knight of the Ebon Legion
3343,3,Noxious Grasp
3344,3,"Vivien, Arkbow Ranger"
3345,4,Overgrown Tomb
3346,2,Thrashing Brontodon
3347,4,Spawn of Mayhem
3348,3,Duress
3349,2,"Liliana, Dreadhorde General"
3350,2,Massacre Girl
3351,4,Paradise Druid
3352,1,"Casualties of War, "
3353,8,Forest
3354,6,Swamp
3355,2,Epic Downfall
3356,4,Foulmire Knight
3357,4,Murderous Rider
3358,2,Order of Midnight
3359,4,Edgewall Innkeeper
3360,3,The Great Henge
3361,3,Questing Beast
3362,2,Fabled Passage
3363,4,Lovestruck Beast
3364,1,Kraul Harpooner
3365,4,Temple of Malady
3366,2,Noxious Grasp
3367,4,Rotting Regisaur
3368,2,Shifting Ceratops
3369,4,"Vivien, Arkbow Ranger"
3370,4,Overgrown Tomb
3371,3,Thrashing Brontodon
3372,3,Duress
3373,4,Paradise Druid
3374,2,"Casualties of War, "
3375,8,Forest
3376,5,Swamp
3377,3,Cauldron Familiar
3378,4,Murderous Rider
3379,4,Feasting Troll King
3380,4,Gilded Goose
3381,4,Trail of Crumbs
3382,4,Wicked Wolf
3383,2,Deathless Knight
3384,4,Witch's Oven
3385,3,Castle Garenbrig
3386,2,Ritual of Soot
3387,4,Temple of Malady
3388,4,Rotting Regisaur
3389,4,Overgrown Tomb
3390,2,Thrashing Brontodon
3391,2,Duress
3392,2,Massacre Girl
3393,4,Paradise Druid
3394,2,Return to Nature
3395,4,"Casualties of War, "
3396,10,Forest
3397,6,Swamp
3398,4,Cauldron Familiar
3399,4,Murderous Rider
3400,4,Gilded Goose
3401,4,Trail of Crumbs
3402,4,Wicked Wolf
3403,2,Deathless Knight
3404,4,Witch's Oven
3405,2,Castle Locthwain
3406,3,Fabled Passage
3407,4,Lovestruck Beast
3408,3,Midnight Reaper
3409,1,"Vraska, Golgari Queen"
3410,1,Noxious Grasp
3411,4,Overgrown Tomb
3412,2,Thrashing Brontodon
3413,4,Duress
3414,2,Bolas's Citadel
