deck_list,players
"<input name=""c"" type=""hidden"" value=""5 Mountain||3 Swamp||4 Blood Crypt||4 Blacklance Paragon||4 Embercleave||4 Rimrock Knight||4 Inspiring Veteran||4 Steelclaw Lance||4 Tournament Grounds||4 Acclaimed Contender||4 Fervent Champion||3 Chance for Glory||4 Godless Shrine||4 Knight of the Ebon Legion||4 Legion's End||4 Noxious Grasp||4 Rotting Regisaur||4 Sacred Foundry||4 Angrath's Rampage||""/>","<a class=""player"" href=""search?player=Wu+Bi+Lun"">Wu Bi Lun</a>"
"<input name=""c"" type=""hidden"" value=""4 Mountain||1 Plains||3 Swamp||4 Blood Crypt||4 Venerable Knight||4 Blacklance Paragon||4 Embercleave||2 Rimrock Knight||4 Inspiring Veteran||4 Tournament Grounds||1 Embereth Shieldbreaker||4 Acclaimed Contender||4 Fervent Champion||2 Chance for Glory||4 Godless Shrine||4 Knight of the Ebon Legion||2 Legion's End||4 Noxious Grasp||4 Rotting Regisaur||4 Sacred Foundry||1 Angrath's Fury||1 Drill Bit||2 Gutterbones||2 Duress||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Marc+Russell"">Marc Russell</a>"
"<input name=""c"" type=""hidden"" value=""3 Mountain||1 Plains||4 Swamp||4 Blood Crypt||4 Venerable Knight||4 Worthy Knight||3 Blacklance Paragon||3 Embercleave||4 Inspiring Veteran||4 Tournament Grounds||1 Embereth Shieldbreaker||4 Acclaimed Contender||4 Fervent Champion||1 Midnight Reaper||4 Godless Shrine||2 Devout Decree||4 Knight of the Ebon Legion||2 Legion's End||4 Noxious Grasp||4 Rotting Regisaur||1 Icon of Ancestry||4 Sacred Foundry||1 Temple of Silence||3 Duress||2 Ob Nixilis's Cruelty||""/>","<a class=""player"" href=""search?player=NEObots"">NEObots</a>"
"<input name=""c"" type=""hidden"" value=""2 Mountain||1 Plains||1 Swamp||4 Blood Crypt||4 Venerable Knight||4 Blacklance Paragon||4 Smitten Swordmaster||3 Embercleave||3 Rimrock Knight||4 Inspiring Veteran||2 Steelclaw Lance||4 Stormfist Crusader||1 Castle Embereth||1 Castle Locthwain||4 Fervent Champion||1 Chance for Glory||2 Tajic, Legion's Edge||4 Godless Shrine||4 Stomping Ground||4 Knight of the Ebon Legion||2 Unchained Berserker||4 Sacred Foundry||4 Light Up the Stage||3 Gods Willing||3 Duress||2 Sorin, Vengeful Bloodlord||""/>","<a class=""player"" href=""search?player=Simon+Demay"">Simon Demay</a>"
"<input name=""c"" type=""hidden"" value=""21 Swamp||3 Ayara, First of Locthwain||4 Blacklance Paragon||4 Cauldron Familiar||4 Foulmire Knight||1 Murderous Rider||3 Witch's Vengeance||4 Witch's Oven||1 Castle Locthwain||4 Midnight Reaper||3 Rotting Regisaur||4 Yarok's Fenlurker||3 Scrabbling Claws||4 Duress||2 Bolas's Citadel||3 Davriel, Rogue Shadowmage||2 The Elderspell||3 Liliana's Triumph||2 Disfigure||""/>","<a class=""player"" href=""search?player=Savin+Victor"">Savin Victor</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||17 Mountain||4 Bonecrusher Giant||4 Rimrock Knight||4 Castle Embereth||4 Fervent Champion||4 Torbran, Thane of Red Fell||3 Experimental Frenzy||4 Lava Coil||4 Legion Warboss||4 Runaway Steam-Kin||2 Chandra, Acolyte of Flame||4 Scorch Spitter||4 Cavalcade of Calamity||4 Light Up the Stage||4 Tin Street Dodger||1 Tibalt, Rakish Instigator||""/>","<a class=""player"" href=""search?player=Erikhov+Maxim"">Erikhov Maxim</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||18 Mountain||4 Bonecrusher Giant||1 Redcap Melee||4 Rimrock Knight||3 Castle Embereth||4 Fervent Champion||4 Torbran, Thane of Red Fell||3 Experimental Frenzy||3 Lava Coil||4 Runaway Steam-Kin||2 Chandra, Acolyte of Flame||2 Fry||4 Scorch Spitter||4 Cavalcade of Calamity||4 Light Up the Stage||4 Tin Street Dodger||3 Tibalt, Rakish Instigator||""/>","<a class=""player"" href=""search?player=Kapelan+Maxim"">Kapelan Maxim</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||17 Mountain||4 Bonecrusher Giant||4 Rimrock Knight||4 Slaying Fire||3 Castle Embereth||4 Embereth Shieldbreaker||4 Fervent Champion||4 Torbran, Thane of Red Fell||4 Experimental Frenzy||4 Lava Coil||4 Runaway Steam-Kin||2 Chandra, Acolyte of Flame||3 Fry||4 Scorch Spitter||4 Light Up the Stage||2 Tibalt, Rakish Instigator||""/>","<a class=""player"" href=""search?player=Rocky+Dunkin"">Rocky Dunkin</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||18 Mountain||4 Bonecrusher Giant||1 Redcap Melee||4 Rimrock Knight||3 Castle Embereth||4 Fervent Champion||4 Torbran, Thane of Red Fell||3 Experimental Frenzy||3 Lava Coil||4 Runaway Steam-Kin||2 Chandra, Acolyte of Flame||2 Fry||4 Scorch Spitter||4 Cavalcade of Calamity||4 Light Up the Stage||4 Tin Street Dodger||3 Tibalt, Rakish Instigator||""/>","<a class=""player"" href=""search?player=Bukatin+Nikita"">Bukatin Nikita</a>"
"<input name=""c"" type=""hidden"" value=""20 Swamp||3 Ayara, First of Locthwain||4 Cauldron Familiar||3 Murderous Rider||3 Revenge of Ravens||4 Witch's Oven||3 Castle Locthwain||4 Midnight Reaper||2 Cavalier of Night||3 Legion's End||4 Noxious Grasp||4 Yarok's Fenlurker||3 Drill Bit||4 Gutterbones||2 Orzhov Enforcer||4 Priest of Forgotten Gods||3 Duress||2 Massacre Girl||""/>","<a class=""player"" href=""search?player=DRS"">DRS</a>"
"<input name=""c"" type=""hidden"" value=""20 Swamp||3 Ayara, First of Locthwain||4 Cauldron Familiar||3 Murderous Rider||3 Revenge of Ravens||4 Witch's Oven||3 Castle Locthwain||4 Midnight Reaper||2 Cavalier of Night||3 Legion's End||4 Noxious Grasp||4 Yarok's Fenlurker||3 Drill Bit||4 Gutterbones||2 Orzhov Enforcer||4 Priest of Forgotten Gods||3 Duress||2 Massacre Girl||""/>","<a class=""player"" href=""search?player=ERUERUFU"">ERUERUFU</a>"
"<input name=""c"" type=""hidden"" value=""20 Swamp||3 Ayara, First of Locthwain||4 Blacklance Paragon||4 Cauldron Familiar||3 Murderous Rider||2 Order of Midnight||2 Witch's Vengeance||2 Deathless Knight||4 Witch's Oven||3 Castle Locthwain||3 Rankle, Master of Pranks||4 Knight of the Ebon Legion||4 Legion's End||4 Noxious Grasp||2 Yarok's Fenlurker||3 Drill Bit||2 Orzhov Enforcer||4 Spawn of Mayhem||2 Davriel, Rogue Shadowmage||""/>","<a class=""player"" href=""search?player=Miyamoto+Keisuke"">Miyamoto Keisuke</a>"
"<input name=""c"" type=""hidden"" value=""19 Swamp||2 Ayara, First of Locthwain||4 Cauldron Familiar||3 Murderous Rider||1 Covetous Urge||4 Witch's Oven||3 Castle Locthwain||2 Rankle, Master of Pranks||4 Midnight Reaper||4 Knight of the Ebon Legion||4 Legion's End||4 Noxious Grasp||3 Drill Bit||3 Gutterbones||2 Orzhov Enforcer||4 Priest of Forgotten Gods||4 Spawn of Mayhem||1 Duress||1 Dreadhorde Invasion||3 Disfigure||""/>","<a class=""player"" href=""search?player=NEObots"">NEObots</a>"
"<input name=""c"" type=""hidden"" value=""20 Swamp||3 Blacklance Paragon||4 Foulmire Knight||4 Murderous Rider||3 Order of Midnight||2 Castle Locthwain||3 Rankle, Master of Pranks||2 Cavalier of Night||4 Knight of the Ebon Legion||4 Noxious Grasp||4 Rotting Regisaur||2 Cry of the Carnarium||3 Drill Bit||4 Gutterbones||4 Spawn of Mayhem||3 Duress||2 Ugin, the Ineffable||2 The Elderspell||2 Spark Harvest||""/>","<a class=""player"" href=""search?player=Tiffany+Barnes"">Tiffany Barnes</a>"
"<input name=""c"" type=""hidden"" value=""20 Swamp||3 Ayara, First of Locthwain||4 Cauldron Familiar||2 Epic Downfall||3 Murderous Rider||3 Revenge of Ravens||4 Witch's Oven||3 Castle Locthwain||4 Midnight Reaper||2 Cavalier of Night||2 Legion's End||2 Noxious Grasp||4 Yarok's Fenlurker||3 Drill Bit||4 Gutterbones||2 Orzhov Enforcer||4 Priest of Forgotten Gods||2 Duress||2 Davriel, Rogue Shadowmage||2 Massacre Girl||""/>","<a class=""player"" href=""search?player=__forge__"">__forge__</a>"
"<input name=""c"" type=""hidden"" value=""19 Swamp||3 Ayara, First of Locthwain||4 Blacklance Paragon||4 Murderous Rider||2 Order of Midnight||2 Witch's Vengeance||4 Castle Locthwain||3 Rankle, Master of Pranks||3 Midnight Reaper||1 Dread Presence||4 Knight of the Ebon Legion||2 Legion's End||4 Noxious Grasp||4 Yarok's Fenlurker||3 Drill Bit||4 Gutterbones||4 Spawn of Mayhem||2 Duress||2 Davriel, Rogue Shadowmage||1 The Elderspell||""/>","<a class=""player"" href=""search?player=Hang+Sheng+Kwang"">Hang Sheng Kwang</a>"
"<input name=""c"" type=""hidden"" value=""20 Swamp||3 Ayara, First of Locthwain||4 Cauldron Familiar||4 Murderous Rider||4 Order of Midnight||4 Witch's Oven||3 Castle Locthwain||3 Piper of the Swarm||4 Midnight Reaper||2 Cavalier of Night||4 Yarok's Fenlurker||3 Drill Bit||4 Gutterbones||2 Orzhov Enforcer||4 Priest of Forgotten Gods||4 Duress||3 The Elderspell||""/>","<a class=""player"" href=""search?player=Mh_voltage"">Mh_voltage</a>"
"<input name=""c"" type=""hidden"" value=""19 Swamp||2 Ayara, First of Locthwain||4 Cauldron Familiar||3 Murderous Rider||1 Covetous Urge||4 Witch's Oven||3 Castle Locthwain||2 Rankle, Master of Pranks||4 Midnight Reaper||4 Knight of the Ebon Legion||4 Legion's End||4 Noxious Grasp||3 Drill Bit||3 Gutterbones||2 Orzhov Enforcer||4 Priest of Forgotten Gods||4 Spawn of Mayhem||1 Duress||1 Dreadhorde Invasion||3 Disfigure||""/>","<a class=""player"" href=""search?player=Pdpgti"">Pdpgti</a>"
"<input name=""c"" type=""hidden"" value=""19 Island||4 Brazen Borrower||2 Gadwick, the Wizened||3 Mystical Dispute||3 Heraldic Banner||2 Castle Vantress||4 Sinister Sabotage||4 Opt||4 Aether Gust||4 Brineborn Cutthroat||4 Spectral Sailor||2 Tale's End||4 Winged Words||4 Negate||4 Essence Capture||4 Pteramander||2 Lazotep Plating||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Takahashi+Naoya"">Takahashi Naoya</a>"
"<input name=""c"" type=""hidden"" value=""17 Forest||1 Grafdigger's Cage||4 Feasting Troll King||4 Gilded Goose||3 The Great Henge||1 Questing Beast||2 Trail of Crumbs||3 Wicked Wolf||3 Yorvo, Lord of Garenbrig||4 Castle Garenbrig||2 Gingerbread Cabin||4 Lovestruck Beast||2 Kraul Harpooner||4 Pelt Collector||4 Shifting Ceratops||2 Vivien, Arkbow Ranger||1 Voracious Hydra||4 Thrashing Brontodon||1 End-Raze Forerunners||1 Nissa, Who Shakes the World||4 Paradise Druid||2 Return to Nature||1 Vivien, Champion of the Wilds||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Francisco+Sanchez+Varela"">Francisco Sanchez Varela</a>"
"<input name=""c"" type=""hidden"" value=""16 Forest||3 Feasting Troll King||4 Gilded Goose||4 The Great Henge||4 Questing Beast||4 Wicked Wolf||2 Yorvo, Lord of Garenbrig||2 Stonecoil Serpent||4 Castle Garenbrig||4 Gingerbread Cabin||1 Steelbane Hydra||3 Leafkin Druid||1 Shifting Ceratops||4 Veil of Summer||3 Voracious Hydra||4 Thrashing Brontodon||4 Growth-Chamber Guardian||4 Nissa, Who Shakes the World||4 Paradise Druid||""/>","<a class=""player"" href=""search?player=Joe+Fisher"">Joe Fisher</a>"
"<input name=""c"" type=""hidden"" value=""20 Forest||3 Giant Growth||2 The Great Henge||3 Questing Beast||2 Syr Faren, the Hengehammer||2 Yorvo, Lord of Garenbrig||2 Stonecoil Serpent||3 Castle Garenbrig||2 Lovestruck Beast||1 Steelbane Hydra||1 Nullhide Ferox||4 Pelt Collector||3 Barkhide Troll||4 Shifting Ceratops||3 Vivien, Arkbow Ranger||2 Voracious Hydra||4 Thrashing Brontodon||1 End-Raze Forerunners||4 Thrash-Threat||1 God-Eternal Rhonas||2 Nissa, Who Shakes the World||3 Paradise Druid||1 Return to Nature||1 Vivien, Champion of the Wilds||1 Mobilized District||""/>","<a class=""player"" href=""search?player=Francis+Obien"">Francis Obien</a>"
"<input name=""c"" type=""hidden"" value=""2 Act of Treason||4 Shock||18 Mountain||4 Bonecrusher Giant||2 Claim the Firstborn||3 Embercleave||4 Rimrock Knight||4 Castle Embereth||4 Fervent Champion||3 Experimental Frenzy||4 Lava Coil||4 Legion Warboss||4 Runaway Steam-Kin||3 Chandra, Acolyte of Flame||4 Fry||4 Scorch Spitter||4 Light Up the Stage||""/>","<a class=""player"" href=""search?player=Caio+Amaral"">Caio Amaral</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||18 Mountain||4 Bonecrusher Giant||4 Rimrock Knight||3 Castle Embereth||4 Fervent Champion||4 Torbran, Thane of Red Fell||3 Experimental Frenzy||4 Lava Coil||3 Legion Warboss||4 Runaway Steam-Kin||4 Scorch Spitter||4 Cavalcade of Calamity||4 Light Up the Stage||4 Tin Street Dodger||4 Tibalt, Rakish Instigator||""/>","<a class=""player"" href=""search?player=Quinn+Kotecki"">Quinn Kotecki</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||4 Swamp||4 Breeding Pool||4 Cauldron Familiar||4 Murderous Rider||4 Gilded Goose||4 Once Upon a Time||4 Trail of Crumbs||2 Wicked Wolf||4 Oko, Thief of Crowns||4 Witch's Oven||2 Castle Locthwain||3 Vraska, Golgari Queen||2 Leyline of the Void||2 Aether Gust||4 Rotting Regisaur||2 Veil of Summer||1 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||2 Duress||3 Massacre Girl||""/>","<a class=""player"" href=""search?player=Thomas+Yarbrough"">Thomas Yarbrough</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||7 Forest||4 Mountain||1 Plains||1 Deafening Silence||1 The Great Henge||2 Questing Beast||1 Castle Embereth||1 Castle Garenbrig||4 Kraul Harpooner||4 Nullhide Ferox||4 Pelt Collector||2 Deafening Clarion||2 Justice Strike||2 Knight of Autumn||4 Stomping Ground||3 Shifting Ceratops||3 Veil of Summer||1 Vivien, Arkbow Ranger||2 Sacred Foundry||4 Temple Garden||2 Cindervines||1 Domri, Chaos Bringer||4 Gruul Spellbreaker||2 Collision-Colossus||2 Thrash-Threat||1 Ilharg, the Raze-Boar||2 Nissa, Who Shakes the World||4 Paradise Druid||2 Domri, Anarch of Bolas||""/>","<a class=""player"" href=""search?player=Jag"">Jag</a>"
"<input name=""c"" type=""hidden"" value=""1 Forest||1 Island||1 Mountain||1 Plains||1 Swamp||2 Blood Crypt||2 Breeding Pool||1 Dance of the Manse||1 Drown in the Loch||4 Doom Foretold||3 Golden Egg||4 Fabled Passage||4 Urban Utopia||4 Deafening Clarion||1 Justice Strike||2 Knight of Autumn||3 Thought Erasure||3 Godless Shrine||2 Stomping Ground||1 Temple of Epiphany||1 Temple of Malady||2 Noxious Grasp||2 Overgrown Tomb||2 Temple Garden||1 Watery Grave||3 Hydroid Krasis||1 Ravager Wurm||1 Temple of Silence||1 Temple of Triumph||2 Arboreal Grazer||2 Angrath's Rampage||2 Deathsprout||3 Niv-Mizzet Reborn||3 Oath of Kaya||1 Tamiyo, Collector of Tales||3 Teferi, Time Raveler||1 Tolsimir, Friend to Wolves||1 Tyrant's Scorn||1 Guild Globe||""/>","<a class=""player"" href=""search?player=Fulgence"">Fulgence</a>"
"<input name=""c"" type=""hidden"" value=""2 Plains||4 Swamp||4 Blood Crypt||2 Murderous Rider||3 Dance of the Manse||4 Doom Foretold||4 Golden Egg||1 Castle Locthwain||4 Mortify||4 Godless Shrine||2 Thought Distortion||4 Sacred Foundry||3 Cry of the Carnarium||2 Bedevil||1 Captive Audience||2 Kaya's Wrath||2 Consecrate-Consume||4 Temple of Silence||2 Temple of Triumph||4 Duress||1 Prison Realm||1 Command the Dreadhorde||1 The Elderspell||2 Liliana, Dreadhorde General||2 Angrath's Rampage||2 Despark||3 Oath of Kaya||4 Guild Globe||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Edz"">Edz</a>"
"<input name=""c"" type=""hidden"" value=""1 Planar Cleansing||6 Plains||5 Swamp||2 Murderous Rider||4 Doom Foretold||4 Golden Egg||1 Castle Ardenvale||3 Castle Locthwain||3 Fabled Passage||1 Dawn of Hope||4 Godless Shrine||3 Cavalier of Dawn||2 Devout Decree||2 Noxious Grasp||2 Cry of the Carnarium||3 Basilica Bell-Haunt||1 Kaya, Orzhov Usurper||3 Kaya's Wrath||4 Temple of Silence||3 Duress||1 Ugin, the Ineffable||2 Prison Realm||1 Command the Dreadhorde||3 Davriel, Rogue Shadowmage||2 The Elderspell||3 Liliana, Dreadhorde General||4 Oath of Kaya||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Harry13"">Harry13</a>"
"<input name=""c"" type=""hidden"" value=""7 Plains||6 Swamp||1 Realm-Cloaked Giant||3 Murderous Rider||3 Doom Foretold||4 Golden Egg||3 Castle Locthwain||2 Fabled Passage||1 Ritual of Soot||4 Godless Shrine||3 Cavalier of Dawn||2 Devout Decree||2 Legion's End||2 Noxious Grasp||1 Ethereal Absolution||2 Kaya, Orzhov Usurper||2 Kaya's Wrath||2 Seraph of the Scales||4 Temple of Silence||3 Duress||2 Prison Realm||4 Davriel, Rogue Shadowmage||2 The Elderspell||3 Liliana, Dreadhorde General||4 Oath of Kaya||3 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=nex7"">nex7</a>"
"<input name=""c"" type=""hidden"" value=""6 Plains||6 Swamp||4 Murderous Rider||4 Doom Foretold||4 Golden Egg||1 Castle Ardenvale||3 Castle Locthwain||2 Fabled Passage||4 Mortify||4 Godless Shrine||3 Cavalier of Dawn||2 Noxious Grasp||2 Cry of the Carnarium||4 Basilica Bell-Haunt||2 Kaya, Orzhov Usurper||3 Kaya's Wrath||4 Temple of Silence||3 Duress||1 Ugin, the Ineffable||2 Prison Realm||1 Command the Dreadhorde||3 Davriel, Rogue Shadowmage||2 Liliana, Dreadhorde General||3 Oath of Kaya||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Patrick+Stowe"">Patrick Stowe</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||7 Island||4 Breeding Pool||2 Brazen Borrower||4 Mystical Dispute||1 Kenrith's Transformation||2 Castle Vantress||2 Fabled Passage||4 Lovestruck Beast||2 Chemister's Insight||3 Sinister Sabotage||3 Aether Gust||4 Nightpack Ambusher||2 Negate||3 Quench||4 Growth Spiral||4 Frilled Mystic||3 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||3 Paradise Druid||1 Crushing Canopy||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=bkm"">bkm</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||6 Island||4 Breeding Pool||2 Gadwick, the Wizened||4 Mystical Dispute||1 Gilded Goose||2 Castle Garenbrig||2 Castle Vantress||1 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||4 Shifting Ceratops||4 Risen Reef||1 Negate||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||""/>","<a class=""player"" href=""search?player=Okamoto+Ryou"">Okamoto Ryou</a>"
"<input name=""c"" type=""hidden"" value=""8 Mountain||8 Swamp||4 Blood Crypt||4 Blacklance Paragon||4 Embercleave||4 Rimrock Knight||4 Stormfist Crusader||2 Castle Embereth||2 Castle Locthwain||3 Embereth Shieldbreaker||4 Fervent Champion||1 Experimental Frenzy||2 Lava Coil||4 Knight of the Ebon Legion||1 Legion's End||3 Noxious Grasp||4 Rotting Regisaur||4 Gutterbones||4 Spawn of Mayhem||3 Duress||2 Angrath's Rampage||""/>","<a class=""player"" href=""search?player=Beedaawg"">Beedaawg</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||8 Swamp||4 Blood Crypt||4 Blacklance Paragon||4 Murderous Rider||3 Bonecrusher Giant||4 Embercleave||4 Stormfist Crusader||2 Castle Locthwain||4 Tournament Grounds||3 Embereth Shieldbreaker||4 Fervent Champion||4 Knight of the Ebon Legion||2 Noxious Grasp||4 Rotting Regisaur||4 Drill Bit||4 Gutterbones||3 Spawn of Mayhem||2 Duress||2 Massacre Girl||""/>","<a class=""player"" href=""search?player=Conor+Cole"">Conor Cole</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||6 Mountain||8 Swamp||4 Blood Crypt||4 Blacklance Paragon||3 Murderous Rider||3 Bonecrusher Giant||4 Embercleave||4 Stormfist Crusader||2 Castle Locthwain||3 Tournament Grounds||3 Embereth Shieldbreaker||4 Fervent Champion||2 Midnight Reaper||4 Knight of the Ebon Legion||2 Legion's End||3 Noxious Grasp||4 Rotting Regisaur||4 Spawn of Mayhem||4 Duress||""/>","<a class=""player"" href=""search?player=Dustin+Betts"">Dustin Betts</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||9 Swamp||4 Blood Crypt||4 Cauldron Familiar||4 Claim the Firstborn||2 Scorching Dragonfire||4 Witch's Oven||2 Castle Locthwain||3 Fabled Passage||2 Embereth Shieldbreaker||3 Rankle, Master of Pranks||4 Midnight Reaper||3 Noxious Grasp||2 Drill Bit||4 Gutterbones||4 Priest of Forgotten Gods||2 Theater of Horrors||4 Duress||1 Lazotep Reaver||4 Angrath's Rampage||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Elliot+Hoskin"">Elliot Hoskin</a>"
"<input name=""c"" type=""hidden"" value=""7 Mountain||6 Swamp||4 Blood Crypt||4 Cauldron Familiar||4 Claim the Firstborn||2 Redcap Melee||4 Witch's Oven||3 Castle Locthwain||4 Fabled Passage||2 Embereth Shieldbreaker||4 Midnight Reaper||3 Cavalier of Night||4 Noxious Grasp||2 Chandra, Acolyte of Flame||3 Gutterbones||4 Priest of Forgotten Gods||4 Duress||4 Angrath's Rampage||3 Dreadhorde Butcher||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Janne+Mikkonen"">Janne Mikkonen</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||9 Swamp||4 Blood Crypt||4 Blacklance Paragon||3 Murderous Rider||2 Order of Midnight||4 Embercleave||4 Stormfist Crusader||1 Castle Locthwain||3 Tournament Grounds||2 Embereth Shieldbreaker||1 Rankle, Master of Pranks||4 Fervent Champion||4 Leyline of the Void||1 Cavalier of Night||4 Knight of the Ebon Legion||2 Legion's End||3 Noxious Grasp||4 Rotting Regisaur||4 Drill Bit||2 Gutterbones||3 Spawn of Mayhem||1 Massacre Girl||""/>","<a class=""player"" href=""search?player=Logan+Petersen"">Logan Petersen</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||6 Mountain||9 Swamp||4 Blood Crypt||3 Murderous Rider||4 Order of Midnight||3 Bonecrusher Giant||3 Embercleave||3 Stormfist Crusader||2 Castle Locthwain||3 Tournament Grounds||4 Embereth Shieldbreaker||2 Rankle, Master of Pranks||4 Fervent Champion||4 Knight of the Ebon Legion||2 Legion's End||4 Noxious Grasp||4 Rotting Regisaur||1 Drill Bit||4 Spawn of Mayhem||4 Duress||""/>","<a class=""player"" href=""search?player=NEObots"">NEObots</a>"
"<input name=""c"" type=""hidden"" value=""5 Mountain||9 Swamp||4 Blood Crypt||4 Blacklance Paragon||4 Murderous Rider||4 Embercleave||4 Stormfist Crusader||2 Castle Locthwain||4 Tournament Grounds||3 Embereth Shieldbreaker||1 Rankle, Master of Pranks||4 Fervent Champion||2 Midnight Reaper||4 Knight of the Ebon Legion||2 Noxious Grasp||4 Rotting Regisaur||4 Drill Bit||4 Gutterbones||4 Duress||1 Massacre Girl||2 Disfigure||""/>","<a class=""player"" href=""search?player=Nizar+Sarhan"">Nizar Sarhan</a>"
"<input name=""c"" type=""hidden"" value=""1 Act of Treason||7 Mountain||6 Swamp||4 Blood Crypt||4 Cauldron Familiar||1 Murderous Rider||3 Claim the Firstborn||4 Witch's Oven||3 Castle Locthwain||4 Fabled Passage||2 Embereth Shieldbreaker||1 Rankle, Master of Pranks||4 Midnight Reaper||2 Ritual of Soot||3 Experimental Frenzy||1 Cavalier of Night||2 Chandra, Acolyte of Flame||1 Mask of Immolation||4 Drill Bit||2 Gutterbones||4 Priest of Forgotten Gods||2 Bedevil||2 Duress||4 Angrath's Rampage||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Noireve_Sliver"">Noireve_Sliver</a>"
"<input name=""c"" type=""hidden"" value=""7 Mountain||6 Swamp||4 Blood Crypt||4 Cauldron Familiar||4 Claim the Firstborn||4 Witch's Oven||3 Castle Locthwain||4 Fabled Passage||2 Rankle, Master of Pranks||4 Midnight Reaper||1 Cavalier of Night||4 Noxious Grasp||1 Mask of Immolation||4 Gutterbones||4 Priest of Forgotten Gods||4 Theater of Horrors||4 Duress||3 Angrath's Rampage||4 Dreadhorde Butcher||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Ty+Thomason"">Ty Thomason</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||8 Swamp||4 Blood Crypt||4 Blacklance Paragon||3 Murderous Rider||2 Bonecrusher Giant||3 Embercleave||4 Stormfist Crusader||2 Castle Locthwain||3 Tournament Grounds||2 Rankle, Master of Pranks||4 Fervent Champion||2 Experimental Frenzy||4 Knight of the Ebon Legion||2 Legion's End||3 Noxious Grasp||3 Rotting Regisaur||2 Flame Sweep||1 Fry||3 Drill Bit||4 Gutterbones||3 Spawn of Mayhem||2 Angrath's Rampage||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Urabe+Ryousuke"">Urabe Ryousuke</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||9 Swamp||4 Blood Crypt||4 Cauldron Familiar||4 Claim the Firstborn||2 Scorching Dragonfire||4 Witch's Oven||3 Castle Locthwain||2 Fabled Passage||2 Embereth Shieldbreaker||3 Rankle, Master of Pranks||4 Midnight Reaper||3 Noxious Grasp||2 Drill Bit||4 Gutterbones||4 Priest of Forgotten Gods||2 Theater of Horrors||2 Duress||1 Lazotep Reaver||2 Massacre Girl||4 Angrath's Rampage||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=__forge__"">__forge__</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||3 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||2 Skarrgan Hellkite||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Biggoon86"">Biggoon86</a>"
