deck_list,players
"<input name=""c"" type=""hidden"" value=""10 Forest||6 Island||4 Breeding Pool||3 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||2 Lovestruck Beast||2 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 Negate||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||2 Return to Nature||""/>","<a class=""player"" href=""search?player=Giana+Kaplan"">Giana Kaplan</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||8 Island||4 Breeding Pool||3 Gadwick, the Wizened||3 Mystical Dispute||1 Castle Garenbrig||2 Castle Vantress||1 Quasiduplicate||1 Disdainful Stroke||4 Aether Gust||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 Negate||2 Mass Manipulation||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||1 Paradise Druid||3 Return to Nature||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Harlan+Firer"">Harlan Firer</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||5 Island||4 Breeding Pool||3 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||2 Lovestruck Beast||2 Quasiduplicate||2 Disdainful Stroke||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 Thrashing Brontodon||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Ian+Plantz"">Ian Plantz</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||5 Island||4 Breeding Pool||4 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||4 Lovestruck Beast||2 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Jeremy+Bertarioni"">Jeremy Bertarioni</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||8 Island||4 Breeding Pool||3 Gadwick, the Wizened||3 Mystical Dispute||1 Castle Garenbrig||2 Castle Vantress||1 Quasiduplicate||1 Disdainful Stroke||4 Aether Gust||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 Negate||2 Mass Manipulation||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||1 Paradise Druid||3 Return to Nature||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Zach+Allen"">Zach Allen</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||5 Island||4 Breeding Pool||4 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||4 Lovestruck Beast||2 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Zan+Syed"">Zan Syed</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||7 Island||4 Breeding Pool||2 Brazen Borrower||4 Mystical Dispute||1 Kenrith's Transformation||2 Castle Vantress||2 Fabled Passage||4 Lovestruck Beast||2 Chemister's Insight||3 Sinister Sabotage||3 Aether Gust||4 Nightpack Ambusher||2 Negate||3 Quench||4 Growth Spiral||4 Frilled Mystic||3 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||3 Paradise Druid||1 Crushing Canopy||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Tgp_kroge"">Tgp_kroge</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||6 Island||4 Breeding Pool||3 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||2 Lovestruck Beast||2 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||1 Voracious Hydra||4 Risen Reef||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||2 Return to Nature||""/>","<a class=""player"" href=""search?player=Justin+Kiser"">Justin Kiser</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||5 Island||4 Breeding Pool||2 Mystical Dispute||4 Gilded Goose||4 Questing Beast||2 Castle Garenbrig||1 Castle Vantress||1 Fabled Passage||2 Disdainful Stroke||2 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||2 Shifting Ceratops||1 Voracious Hydra||4 Risen Reef||4 Negate||2 Thrashing Brontodon||3 Mass Manipulation||4 Hydroid Krasis||4 Temple of Mystery||1 Ugin, the Ineffable||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Leonardo+Martins"">Leonardo Martins</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||6 Island||4 Breeding Pool||2 Mystical Dispute||3 Gilded Goose||2 Castle Garenbrig||1 Castle Vantress||3 Lovestruck Beast||1 Quasiduplicate||2 Disdainful Stroke||2 Aether Gust||2 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||2 Shifting Ceratops||2 Voracious Hydra||3 Risen Reef||2 Negate||2 Thrashing Brontodon||1 End-Raze Forerunners||4 Hydroid Krasis||4 Temple of Mystery||2 Finale of Devastation||4 Nissa, Who Shakes the World||4 Paradise Druid||1 Return to Nature||""/>","<a class=""player"" href=""search?player=Lewis+Tolonen"">Lewis Tolonen</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||5 Island||4 Breeding Pool||3 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||2 Lovestruck Beast||1 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||4 Shifting Ceratops||4 Risen Reef||1 Negate||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||2 Return to Nature||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Thenerdysteve"">Thenerdysteve</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||6 Island||4 Breeding Pool||2 Mystical Dispute||1 Gilded Goose||2 Castle Garenbrig||2 Castle Vantress||2 Lovestruck Beast||2 Quasiduplicate||4 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||1 Negate||1 Thrashing Brontodon||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||2 Return to Nature||""/>","<a class=""player"" href=""search?player=yerffej03"">yerffej03</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||6 Island||4 Breeding Pool||3 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||3 Lovestruck Beast||2 Quasiduplicate||3 Aether Gust||1 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||2 Negate||1 Mass Manipulation||1 End-Raze Forerunners||4 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||2 Finale of Devastation||4 Nissa, Who Shakes the World||2 Return to Nature||""/>","<a class=""player"" href=""search?player=%C9rick+Jones"">Érick Jones</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||2 Island||2 Swamp||4 Breeding Pool||3 Brazen Borrower||3 Murderous Rider||4 Gilded Goose||2 Questing Beast||2 Wicked Wolf||4 Oko, Thief of Crowns||1 Garruk, Cursed Huntsman||1 Lovestruck Beast||2 Assassin's Trophy||2 Vraska, Golgari Queen||3 Disdainful Stroke||2 Noxious Grasp||2 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||4 Hydroid Krasis||3 Duress||1 The Elderspell||1 Massacre Girl||2 Arboreal Grazer||4 Nissa, Who Shakes the World||4 Paradise Druid||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Andrew+Singleton"">Andrew Singleton</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||2 Island||1 Swamp||4 Breeding Pool||2 Murderous Rider||4 Gilded Goose||4 Once Upon a Time||4 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||3 Fabled Passage||2 Ritual of Soot||2 Assassin's Trophy||4 Thought Erasure||2 Disdainful Stroke||4 Noxious Grasp||2 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||1 Cry of the Carnarium||4 Hydroid Krasis||4 Nissa, Who Shakes the World||4 Paradise Druid||""/>","<a class=""player"" href=""search?player=Daniel+Russell"">Daniel Russell</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||1 Island||3 Swamp||4 Breeding Pool||3 Murderous Rider||4 Gilded Goose||2 Once Upon a Time||3 Questing Beast||3 Wicked Wolf||4 Oko, Thief of Crowns||2 Fabled Passage||2 Vraska, Golgari Queen||1 Legion's End||2 Noxious Grasp||3 Veil of Summer||3 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||3 Hydroid Krasis||2 Duress||1 Ugin, the Ineffable||1 Spark Double||1 Liliana, Dreadhorde General||2 Massacre Girl||3 Nissa, Who Shakes the World||4 Paradise Druid||2 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Federico+Redolli"">Federico Redolli</a>"
"<input name=""c"" type=""hidden"" value=""3 Forest||1 Island||2 Swamp||4 Breeding Pool||2 Brazen Borrower||1 Mystical Dispute||4 Murderous Rider||4 Gilded Goose||4 Once Upon a Time||2 Questing Beast||2 Wicked Wolf||4 Oko, Thief of Crowns||2 Fabled Passage||1 Assassin's Trophy||2 Thought Erasure||2 Unmoored Ego||2 Find-Finality||2 Temple of Malady||2 Legion's End||3 Veil of Summer||1 Reave Soul||4 Overgrown Tomb||4 Watery Grave||4 Hydroid Krasis||2 Temple of Mystery||1 The Elderspell||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Jake+Frederick"">Jake Frederick</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||1 Island||2 Swamp||4 Breeding Pool||4 Gilded Goose||2 Once Upon a Time||3 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||3 Fabled Passage||1 Garruk, Cursed Huntsman||2 Vraska, Golgari Queen||3 Temple of Malady||3 Disdainful Stroke||2 Aether Gust||2 Legion's End||4 Noxious Grasp||2 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||1 The Elderspell||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||""/>","<a class=""player"" href=""search?player=Kiteon"">Kiteon</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||1 Island||2 Swamp||4 Breeding Pool||4 Gilded Goose||4 Once Upon a Time||2 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||3 Fabled Passage||1 Assassin's Trophy||2 Vraska, Golgari Queen||4 Noxious Grasp||3 Veil of Summer||2 Negate||4 Overgrown Tomb||4 Watery Grave||3 Thrashing Brontodon||4 Hydroid Krasis||2 Duress||1 Liliana, Dreadhorde General||3 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||""/>","<a class=""player"" href=""search?player=Manuel+Jacob"">Manuel Jacob</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||1 Island||1 Swamp||4 Breeding Pool||4 Gilded Goose||2 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||1 Fabled Passage||1 Garruk, Cursed Huntsman||2 Vraska, Golgari Queen||2 Find-Finality||2 Temple of Malady||2 Disdainful Stroke||4 Noxious Grasp||2 Leafkin Druid||2 Shifting Ceratops||3 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||1 Temple of Mystery||1 The Elderspell||4 Nissa, Who Shakes the World||4 Paradise Druid||1 Casualties of War||1 Karn's Bastion||2 Disfigure||""/>","<a class=""player"" href=""search?player=Upumpa89"">Upumpa89</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||1 Island||4 Breeding Pool||3 Mystical Dispute||4 Gilded Goose||4 Once Upon a Time||3 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||2 Vraska, Golgari Queen||2 Disdainful Stroke||3 Aether Gust||2 Legion's End||4 Noxious Grasp||3 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||4 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||4 Paradise Druid||""/>","<a class=""player"" href=""search?player=Zvavok"">Zvavok</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||1 Island||3 Swamp||4 Breeding Pool||2 Mystical Dispute||4 Gilded Goose||4 Once Upon a Time||4 Wicked Wolf||3 Oko, Thief of Crowns||3 Fabled Passage||1 Vraska, Golgari Queen||2 Disdainful Stroke||2 Legion's End||3 Noxious Grasp||3 Veil of Summer||2 Voracious Hydra||4 Overgrown Tomb||3 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||1 The Elderspell||1 Liliana, Dreadhorde General||1 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||2 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Darren+Kopatz"">Darren Kopatz</a>"
"<input name=""c"" type=""hidden"" value=""3 Forest||1 Island||1 Swamp||4 Breeding Pool||2 Murderous Rider||4 Gilded Goose||3 Once Upon a Time||2 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||4 Fabled Passage||1 Garruk, Cursed Huntsman||1 Unmoored Ego||2 Vraska, Golgari Queen||1 Find-Finality||2 Temple of Malady||2 Disdainful Stroke||1 Legion's End||3 Noxious Grasp||2 Shifting Ceratops||2 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||1 Mass Manipulation||3 Hydroid Krasis||2 Temple of Mystery||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||""/>","<a class=""player"" href=""search?player=Gregory+Ervin"">Gregory Ervin</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||1 Island||2 Swamp||4 Breeding Pool||4 Gilded Goose||3 Once Upon a Time||4 Wicked Wolf||4 Oko, Thief of Crowns||1 Castle Locthwain||2 Fabled Passage||1 Assassin's Trophy||2 Vraska, Golgari Queen||2 Disdainful Stroke||4 Noxious Grasp||3 Veil of Summer||1 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||2 Duress||2 Liliana, Dreadhorde General||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||""/>","<a class=""player"" href=""search?player=Ishikawa+Koji"">Ishikawa Koji</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||1 Island||2 Swamp||4 Breeding Pool||2 Brazen Borrower||2 Blacklance Paragon||2 Murderous Rider||1 Castle Vantress||2 Fabled Passage||2 Chemister's Insight||3 Ritual of Soot||2 Assassin's Trophy||3 Temple of Malady||1 Disdainful Stroke||1 Dismal Backwater||1 Agent of Treachery||2 Nightpack Ambusher||3 Shifting Ceratops||3 Negate||4 Overgrown Tomb||4 Watery Grave||1 Thrashing Brontodon||2 Cry of the Carnarium||4 Growth Spiral||3 Frilled Mystic||4 Hydroid Krasis||3 Temple of Mystery||2 Duress||1 Massacre Girl||2 Ob Nixilis's Cruelty||4 Nissa, Who Shakes the World||3 Casualties of War||""/>","<a class=""player"" href=""search?player=Itou+Takurou"">Itou Takurou</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||1 Island||2 Swamp||4 Breeding Pool||4 Gilded Goose||4 Once Upon a Time||4 Wicked Wolf||4 Oko, Thief of Crowns||1 Fabled Passage||2 Vraska, Golgari Queen||2 Disdainful Stroke||1 Aether Gust||4 Noxious Grasp||4 Veil of Summer||2 Negate||4 Overgrown Tomb||1 Temple Garden||4 Watery Grave||1 Thrashing Brontodon||2 Ethereal Absolution||4 Hydroid Krasis||2 Duress||1 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||""/>","<a class=""player"" href=""search?player=katoriarch123"">katoriarch123</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||2 Island||2 Swamp||4 Breeding Pool||4 Gilded Goose||4 Once Upon a Time||2 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||2 Fabled Passage||1 Garruk, Cursed Huntsman||1 Assassin's Trophy||2 Vraska, Golgari Queen||2 Legion's End||3 Noxious Grasp||3 Veil of Summer||2 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||1 Liliana, Dreadhorde General||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Keno+Bulk"">Keno Bulk</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||1 Island||2 Swamp||4 Breeding Pool||1 Murderous Rider||4 Gilded Goose||4 Once Upon a Time||4 Wicked Wolf||4 Oko, Thief of Crowns||3 Fabled Passage||1 Ritual of Soot||2 Vraska, Golgari Queen||1 Temple of Malady||2 Aether Gust||4 Noxious Grasp||2 Veil of Summer||2 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||2 Duress||1 Liliana, Dreadhorde General||1 Massacre Girl||3 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=O_danielakos"">O_danielakos</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||3 Island||2 Swamp||4 Breeding Pool||3 Mystical Dispute||2 Epic Downfall||3 Gilded Goose||3 Circuitous Route||1 Assassin's Trophy||2 Temple of Malady||4 Noxious Grasp||4 Cavalier of Thorns||3 Shifting Ceratops||2 Voracious Hydra||4 Overgrown Tomb||4 Watery Grave||4 Growth Spiral||4 Hydroid Krasis||1 Temple of Mystery||2 Duress||4 Arboreal Grazer||4 Nissa, Who Shakes the World||4 Casualties of War||""/>","<a class=""player"" href=""search?player=VTCLA"">VTCLA</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||3 Island||4 Breeding Pool||4 Emry, Lurker of the Loch ||4 Vantress Gargoyle||3 Cauldron Familiar||2 Feasting Troll King||4 Gilded Goose||3 The Great Henge||1 Questing Beast||4 Trail of Crumbs||3 Wicked Wolf||4 Witch's Oven||2 Castle Garenbrig||4 Lovestruck Beast||1 Vraska, Golgari Queen||4 Rotting Regisaur||3 Shifting Ceratops||4 Overgrown Tomb||4 Watery Grave||3 Thrashing Brontodon||4 Duress||""/>","<a class=""player"" href=""search?player=Lee+Mcleod"">Lee Mcleod</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||2 Island||1 Swamp||4 Breeding Pool||4 Brazen Borrower||4 Mystical Dispute||3 Blacklance Paragon||4 Once Upon a Time||1 Lochmere Serpent||1 Castle Vantress||3 Fabled Passage||2 Sinister Sabotage||3 Aether Gust||4 Brineborn Cutthroat||2 Legion's End||3 Noxious Grasp||4 Nightpack Ambusher||3 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||4 Quench||4 Frilled Mystic||3 Temple of Mystery||2 Massacre Girl||2 Tyrant's Scorn||2 Disfigure||""/>","<a class=""player"" href=""search?player=Shawn+Khoo"">Shawn Khoo</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||1 Island||2 Swamp||4 Breeding Pool||4 Gilded Goose||4 Once Upon a Time||4 Wicked Wolf||4 Oko, Thief of Crowns||1 Castle Vantress||1 Fabled Passage||1 Vraska, Golgari Queen||2 Disdainful Stroke||4 Noxious Grasp||4 Veil of Summer||2 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||2 Duress||1 Liliana, Dreadhorde General||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||3 Casualties of War||""/>","<a class=""player"" href=""search?player=Garret+Martin"">Garret Martin</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||1 Island||1 Swamp||4 Breeding Pool||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||4 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||2 Fabled Passage||2 Vraska, Golgari Queen||4 Noxious Grasp||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||4 Hydroid Krasis||4 Duress||3 Massacre Girl||3 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||""/>","<a class=""player"" href=""search?player=Smirnov+Alexander"">Smirnov Alexander</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||1 Island||2 Swamp||4 Breeding Pool||4 Gilded Goose||4 Once Upon a Time||4 Wicked Wolf||4 Oko, Thief of Crowns||2 Fabled Passage||2 Disdainful Stroke||1 Aether Gust||4 Noxious Grasp||4 Veil of Summer||2 Vivien, Arkbow Ranger||2 Negate||4 Overgrown Tomb||4 Watery Grave||1 Thrashing Brontodon||4 Hydroid Krasis||2 Duress||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||3 Casualties of War||""/>","<a class=""player"" href=""search?player=Trent+Clarke"">Trent Clarke</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||1 Island||1 Swamp||4 Breeding Pool||2 Murderous Rider||4 Gilded Goose||4 Once Upon a Time||2 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||2 Fabled Passage||1 Assassin's Trophy||2 Vraska, Golgari Queen||2 Temple of Malady||2 Disdainful Stroke||2 Legion's End||4 Noxious Grasp||2 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||1 Thrashing Brontodon||4 Hydroid Krasis||3 Duress||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Yixian+Liang"">Yixian Liang</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||2 Island||2 Swamp||4 Breeding Pool||2 Murderous Rider||4 Gilded Goose||2 Assassin's Trophy||2 Find-Finality||1 Temple of Malady||2 Aether Gust||2 Brineborn Cutthroat||2 Noxious Grasp||4 Nightpack Ambusher||2 Shifting Ceratops||3 Veil of Summer||2 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||2 Quench||4 Growth Spiral||4 Frilled Mystic||4 Hydroid Krasis||3 Temple of Mystery||4 Duress||3 Nissa, Who Shakes the World||""/>","<a class=""player"" href=""search?player=R%E9mi+D%27emmerez"">Rémi D'emmerez</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Island||1 Swamp||4 Breeding Pool||4 Gilded Goose||3 Once Upon a Time||3 Questing Beast||4 Wicked Wolf||4 Oko, Thief of Crowns||1 Castle Locthwain||4 Fabled Passage||1 Garruk, Cursed Huntsman||3 Assassin's Trophy||2 Vraska, Golgari Queen||2 Disdainful Stroke||2 Aether Gust||1 Legion's End||3 Noxious Grasp||2 Veil of Summer||4 Overgrown Tomb||4 Watery Grave||4 Hydroid Krasis||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Casualties of War||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Por+Yong+Xiang"">Por Yong Xiang</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Island||3 Swamp||4 Breeding Pool||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||4 Once Upon a Time||4 Trail of Crumbs||2 Wicked Wolf||4 Oko, Thief of Crowns||4 Witch's Oven||2 Castle Locthwain||1 Fabled Passage||2 Lovestruck Beast||3 Vraska, Golgari Queen||2 Aether Gust||2 Noxious Grasp||4 Rotting Regisaur||2 Veil of Summer||1 Negate||4 Overgrown Tomb||4 Watery Grave||1 Thrashing Brontodon||2 Duress||3 Massacre Girl||""/>","<a class=""player"" href=""search?player=Chantelle+Campbell"">Chantelle Campbell</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||1 Island||2 Swamp||4 Breeding Pool||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||3 Once Upon a Time||2 Questing Beast||4 Trail of Crumbs||2 Wicked Wolf||4 Oko, Thief of Crowns||4 Witch's Oven||2 Castle Locthwain||1 Fabled Passage||1 Lovestruck Beast||2 Vraska, Golgari Queen||2 Aether Gust||2 Noxious Grasp||3 Rotting Regisaur||3 Veil of Summer||1 Negate||4 Overgrown Tomb||4 Watery Grave||1 Thrashing Brontodon||2 Duress||1 Liliana, Dreadhorde General||3 Massacre Girl||""/>","<a class=""player"" href=""search?player=Parker+Connors"">Parker Connors</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||2 Island||4 Breeding Pool||3 Brazen Borrower||2 Gadwick, the Wizened||2 Epic Downfall||3 Castle Vantress||4 Lovestruck Beast||4 Circuitous Route||2 Dimir Guildgate||3 Disdainful Stroke||2 Aether Gust||1 Legion's End||4 Overgrown Tomb||4 Watery Grave||2 Incubation Druid||4 Growth Spiral||4 Hydroid Krasis||1 Finale of Eternity||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||1 Planewide Celebration||4 Casualties of War||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Daniel+Vega"">Daniel Vega</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||2 Island||4 Breeding Pool||3 Brazen Borrower||2 Gadwick, the Wizened||2 Epic Downfall||3 Castle Vantress||4 Lovestruck Beast||4 Circuitous Route||2 Dimir Guildgate||3 Disdainful Stroke||2 Aether Gust||1 Legion's End||4 Overgrown Tomb||4 Watery Grave||2 Incubation Druid||4 Growth Spiral||4 Hydroid Krasis||1 Finale of Eternity||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||1 Planewide Celebration||4 Casualties of War||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Luis+Salvatto"">Luis Salvatto</a>"
"<input name=""c"" type=""hidden"" value=""6 Forest||3 Swamp||4 Breeding Pool||4 Cauldron Familiar||3 Murderous Rider||4 Gilded Goose||3 Once Upon a Time||4 Trail of Crumbs||2 Wicked Wolf||4 Oko, Thief of Crowns||4 Witch's Oven||2 Castle Locthwain||2 Lovestruck Beast||2 Vraska, Golgari Queen||1 Temple of Malady||2 Aether Gust||2 Noxious Grasp||2 Rotting Regisaur||2 Veil of Summer||2 Negate||4 Overgrown Tomb||4 Watery Grave||2 Thrashing Brontodon||2 Duress||1 Liliana, Dreadhorde General||3 Massacre Girl||1 Casualties of War||""/>","<a class=""player"" href=""search?player=Andrew+C"">Andrew C</a>"
